time,value
0.0,10
0.03632807731628418,10
0.06470799446105957,18
0.09660196304321289,32
0.12357211112976074,58
0.1564500331878662,88
0.19707298278808594,121
0.22950005531311035,142
0.25756216049194336,166
0.28551316261291504,190
0.3138749599456787,211
0.3402280807495117,235
0.369873046875,256
0.39650511741638184,283
0.42647314071655273,304
0.4538149833679199,328
0.4826841354370117,352
0.507828950881958,373
0.5373740196228027,379
0.5623371601104736,343
0.5906369686126709,307
0.6225631237030029,267
0.650454044342041,235
0.6777210235595703,199
0.7054519653320312,173
0.7381260395050049,146
0.7672820091247559,194
0.7953500747680664,194
0.8283810615539551,194
0.8580670356750488,185
0.8890249729156494,176
0.9213330745697021,111
0.9498491287231445,110
0.9741549491882324,108
1.0087330341339111,109
1.0347840785980225,124
1.0621280670166016,129
1.0942881107330322,115
1.1260831356048584,108
1.1568820476531982,105
1.1919431686401367,104
1.224168062210083,98
1.2527930736541748,91
1.2805230617523193,89
1.3122260570526123,90
1.3382301330566406,93
1.363943099975586,89
1.3911170959472656,87
1.4173619747161865,87
1.4443070888519287,88
1.4763200283050537,87
1.5088989734649658,87
1.541999101638794,87
1.5898830890655518,70
1.6386160850524902,54
1.6766390800476074,48
1.7107510566711426,48
1.7440049648284912,49
1.7859749794006348,49
1.8198699951171875,50
1.8558039665222168,51
1.8898019790649414,51
1.9227931499481201,52
1.9531421661376953,52
1.9847869873046875,53
2.0132851600646973,53
2.0418031215667725,53
2.0686261653900146,54
2.1142611503601074,55
2.1467220783233643,55
2.174607992172241,56
2.204564094543457,56
2.237307071685791,56
2.2666280269622803,57
2.3032541275024414,57
2.3347020149230957,58
2.3693971633911133,58
2.4009041786193848,59
2.4357521533966064,59
2.4721181392669678,60
2.505143165588379,60
2.5382080078125,61
2.57437801361084,61
2.6093780994415283,62
2.638108015060425,62
2.668933153152466,62
2.6951639652252197,63
2.7266969680786133,63
2.7574760913848877,64
2.7880380153656006,64
2.816742181777954,64
2.8489861488342285,65
2.880385160446167,65
2.9092421531677246,66
2.9467670917510986,66
2.9789631366729736,66
3.0158870220184326,67
3.0426101684570312,67
3.0784971714019775,68
3.1061930656433105,68
3.1363871097564697,68
3.1687099933624268,69
3.203111171722412,69
3.23327898979187,69
3.261620044708252,70
3.290009021759033,70
3.320463180541992,71
3.349194049835205,71
3.3763201236724854,71
3.406618118286133,72
3.437242031097412,72
3.4670870304107666,72
3.492238998413086,73
3.5250861644744873,73
3.5527679920196533,73
3.5817201137542725,74
3.6125080585479736,74
3.642707109451294,74
3.67221999168396,75
3.707864999771118,75
3.7431390285491943,75
3.778463125228882,76
3.8124561309814453,76
3.840938091278076,76
3.8783621788024902,77
3.9077670574188232,77
3.93918514251709,77
3.9709839820861816,78
4.000884056091309,78
4.028346061706543,78
4.060727119445801,79
4.091094970703125,79
4.120371103286743,79
4.151762008666992,80
4.185235023498535,80
4.215099096298218,80
4.243046998977661,81
4.271342992782593,81
4.300585985183716,81
4.335540056228638,82
4.374425172805786,82
4.407165050506592,82
4.440137147903442,83
4.474740982055664,83
4.504770994186401,83
4.533440113067627,84
4.562702178955078,84
4.594560146331787,84
4.622720003128052,84
4.660346031188965,85
4.689340114593506,85
4.7160561084747314,85
4.744088172912598,86
4.77625298500061,86
4.807496070861816,86
4.8358330726623535,86
4.866625070571899,87
4.8941521644592285,87
4.923396110534668,87
