1651141262.741168, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:50351024 lastrcv:50351024 lastack:50351024 unacked:1 rcv_ssthresh:42340
1651141297.196712, 	 reno wscale:8,9 rto:344 rtt:141.642/0.362 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:118 ssthresh:83 bytes_sent:41842856 bytes_retrans:647256 bytes_acked:41026185 segs_out:28899 segs_in:14234 data_segs_out:28897 send 9.7Mbps lastrcv:34396 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28334 busy:34392ms unacked:117 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4008064 minrtt:20.698
1651141297.226203, 	 reno wscale:8,9 rto:344 rtt:142.096/0.393 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:83 bytes_sent:41884848 bytes_retrans:647256 bytes_acked:41065281 segs_out:28928 segs_in:14247 data_segs_out:28926 send 9.7Mbps lastrcv:34428 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28361 busy:34424ms unacked:119 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3966072 minrtt:20.698
1651141297.259140, 	 reno wscale:8,9 rto:344 rtt:142.589/0.829 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:83 bytes_sent:41922496 bytes_retrans:647256 bytes_acked:41104377 segs_out:28954 segs_in:14260 data_segs_out:28952 send 9.7Mbps lastrcv:34460 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28388 busy:34456ms unacked:118 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3928424 minrtt:20.698
1651141297.291509, 	 reno wscale:8,9 rto:344 rtt:141.942/0.373 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:83 bytes_sent:41958696 bytes_retrans:647256 bytes_acked:41139129 segs_out:28979 segs_in:14272 data_segs_out:28977 send 9.7Mbps lastsnd:4 lastrcv:34492 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:28412 busy:34488ms unacked:119 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4022544 minrtt:20.698
1651141297.321076, 	 reno wscale:8,9 rto:344 rtt:142.476/0.82 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:83 bytes_sent:41993448 bytes_retrans:647256 bytes_acked:41175329 segs_out:29003 segs_in:14284 data_segs_out:29001 send 9.7Mbps lastrcv:34520 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28437 busy:34516ms unacked:118 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3987792 minrtt:20.698
1651141297.351256, 	 reno wscale:8,9 rto:344 rtt:141.922/0.742 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:119 ssthresh:83 bytes_sent:42032544 bytes_retrans:647256 bytes_acked:41212977 segs_out:29030 segs_in:14297 data_segs_out:29028 send 9.7Mbps lastrcv:34552 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:28463 busy:34548ms unacked:119 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3948696 minrtt:20.698
1651141297.388586, 	 reno wscale:8,9 rto:344 rtt:143.848/0.744 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:83 bytes_sent:42074536 bytes_retrans:647256 bytes_acked:41254969 segs_out:29059 segs_in:14311 data_segs_out:29057 send 9.7Mbps lastrcv:34588 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28492 busy:34584ms unacked:119 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4037024 minrtt:20.698
1651141297.418930, 	 reno wscale:8,9 rto:344 rtt:143.997/0.62 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:83 bytes_sent:42112184 bytes_retrans:647256 bytes_acked:41291169 segs_out:29085 segs_in:14323 data_segs_out:29083 send 9.7Mbps lastrcv:34616 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28517 busy:34612ms unacked:120 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3999376 minrtt:20.698
1651141297.451646, 	 reno wscale:8,9 rto:348 rtt:144.208/0.447 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:83 bytes_sent:42151280 bytes_retrans:647256 bytes_acked:41331713 segs_out:29112 segs_in:14337 data_segs_out:29110 send 9.6Mbps lastsnd:4 lastrcv:34652 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28545 busy:34648ms unacked:119 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3960280 minrtt:20.698
1651141297.481085, 	 reno wscale:8,9 rto:344 rtt:143.92/0.641 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:120 ssthresh:83 bytes_sent:42188928 bytes_retrans:647256 bytes_acked:41367913 segs_out:29138 segs_in:14349 data_segs_out:29136 send 9.7Mbps lastsnd:4 lastrcv:34684 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28570 busy:34680ms unacked:120 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3987792 minrtt:20.698
1651141297.511826, 	 reno wscale:8,9 rto:344 rtt:143.853/0.435 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:83 bytes_sent:42228024 bytes_retrans:647256 bytes_acked:41405561 segs_out:29165 segs_in:14362 data_segs_out:29163 send 9.7Mbps lastrcv:34712 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:28596 busy:34708ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3948696 minrtt:20.698
1651141297.544114, 	 reno wscale:8,9 rto:348 rtt:144.251/0.751 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:83 bytes_sent:42267120 bytes_retrans:647256 bytes_acked:41444657 segs_out:29192 segs_in:14375 data_segs_out:29190 send 9.7Mbps lastrcv:34744 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:28623 busy:34740ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3909600 minrtt:20.698
1651141297.575326, 	 reno wscale:8,9 rto:348 rtt:144.935/0.611 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:83 bytes_sent:42301872 bytes_retrans:647256 bytes_acked:41479409 segs_out:29216 segs_in:14387 data_segs_out:29214 send 9.7Mbps lastrcv:34776 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28647 busy:34772ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4005168 minrtt:20.698
1651141297.606409, 	 reno wscale:8,9 rto:348 rtt:144.476/0.545 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:83 bytes_sent:42338072 bytes_retrans:647256 bytes_acked:41515609 segs_out:29241 segs_in:14399 data_segs_out:29239 send 9.7Mbps lastrcv:34804 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28672 busy:34800ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3968968 minrtt:20.698
1651141297.636540, 	 reno wscale:8,9 rto:348 rtt:145.001/0.634 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:121 ssthresh:83 bytes_sent:42375720 bytes_retrans:647256 bytes_acked:41553257 segs_out:29267 segs_in:14412 data_segs_out:29265 send 9.7Mbps lastrcv:34836 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28698 busy:34832ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3931320 minrtt:20.698
1651141297.669477, 	 reno wscale:8,9 rto:348 rtt:145.79/0.994 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:83 bytes_sent:42411920 bytes_retrans:647256 bytes_acked:41589457 segs_out:29292 segs_in:14424 data_segs_out:29290 send 9.7Mbps lastsnd:4 lastrcv:34868 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28723 busy:34864ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4025440 minrtt:20.698
1651141297.698697, 	 reno wscale:8,9 rto:348 rtt:146.223/1.28 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:83 bytes_sent:42449568 bytes_retrans:647256 bytes_acked:41625657 segs_out:29318 segs_in:14436 data_segs_out:29316 send 9.7Mbps lastsnd:4 lastrcv:34900 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28748 busy:34896ms unacked:122 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3987792 minrtt:20.698
1651141297.731408, 	 reno wscale:8,9 rto:348 rtt:146.558/0.376 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:83 bytes_sent:42488664 bytes_retrans:647256 bytes_acked:41666201 segs_out:29345 segs_in:14450 data_segs_out:29343 send 9.6Mbps lastrcv:34932 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28776 busy:34928ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3948696 minrtt:20.698
1651141297.764786, 	 reno wscale:8,9 rto:348 rtt:146.937/0.87 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:83 bytes_sent:42524864 bytes_retrans:647256 bytes_acked:41702401 segs_out:29370 segs_in:14462 data_segs_out:29368 send 9.6Mbps lastsnd:4 lastrcv:34964 lastack:4 pacing_rate 11.5Mbps delivery_rate 9.5Mbps delivered:28801 busy:34960ms unacked:121 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4042816 minrtt:20.698
1651141297.796322, 	 reno wscale:8,9 rto:348 rtt:146.889/0.832 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:122 ssthresh:83 bytes_sent:42565408 bytes_retrans:647256 bytes_acked:41741497 segs_out:29398 segs_in:14475 data_segs_out:29396 send 9.6Mbps lastsnd:4 lastrcv:34996 lastack:4 pacing_rate 11.5Mbps delivery_rate 9.6Mbps delivered:28828 busy:34992ms unacked:122 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4002272 minrtt:20.698
1651141297.828677, 	 reno wscale:8,9 rto:348 rtt:147.638/0.63 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:83 bytes_sent:42607400 bytes_retrans:647256 bytes_acked:41782041 segs_out:29427 segs_in:14489 data_segs_out:29425 send 9.7Mbps lastrcv:35028 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28856 busy:35024ms unacked:123 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3960280 minrtt:20.698
1651141297.859889, 	 reno wscale:8,9 rto:352 rtt:148.199/0.763 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:83 bytes_sent:42642152 bytes_retrans:647256 bytes_acked:41818241 segs_out:29451 segs_in:14501 data_segs_out:29449 send 9.6Mbps lastrcv:35060 pacing_rate 11.5Mbps delivery_rate 9.5Mbps delivered:28881 busy:35056ms unacked:122 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3990688 minrtt:20.698
1651141297.892169, 	 reno wscale:8,9 rto:348 rtt:147.33/0.416 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:83 bytes_sent:42678352 bytes_retrans:647256 bytes_acked:41852993 segs_out:29476 segs_in:14513 data_segs_out:29474 send 9.7Mbps lastsnd:4 lastrcv:35092 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:28905 busy:35088ms unacked:123 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3954488 minrtt:20.698
1651141297.924447, 	 reno wscale:8,9 rto:348 rtt:146.715/0.436 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:123 ssthresh:83 bytes_sent:42718896 bytes_retrans:647256 bytes_acked:41894985 segs_out:29504 segs_in:14527 data_segs_out:29502 send 9.7Mbps lastrcv:35124 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:28934 busy:35120ms unacked:122 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3913944 minrtt:20.698
1651141297.954243, 	 reno wscale:8,9 rto:348 rtt:147.272/0.667 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:83 bytes_sent:42763784 bytes_retrans:647256 bytes_acked:41938425 segs_out:29535 segs_in:14542 data_segs_out:29533 send 9.8Mbps lastrcv:35160 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:28964 busy:35156ms unacked:123 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3999376 minrtt:20.698
1651141297.991304, 	 reno wscale:8,9 rto:352 rtt:148.448/0.582 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:83 bytes_sent:42799984 bytes_retrans:647256 bytes_acked:41974625 segs_out:29560 segs_in:14554 data_segs_out:29558 send 9.7Mbps lastsnd:4 lastrcv:35192 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:28989 busy:35188ms unacked:123 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3963176 minrtt:20.698
1651141298.021450, 	 reno wscale:8,9 rto:352 rtt:148.611/1.024 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:83 bytes_sent:42840528 bytes_retrans:647256 bytes_acked:42013721 segs_out:29588 segs_in:14566 data_segs_out:29586 send 9.7Mbps lastrcv:35224 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29016 busy:35220ms unacked:124 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3922632 minrtt:20.698
1651141298.056880, 	 reno wscale:8,9 rto:352 rtt:148.283/0.676 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:83 bytes_sent:42882520 bytes_retrans:647256 bytes_acked:42057161 segs_out:29617 segs_in:14580 data_segs_out:29615 send 9.7Mbps lastrcv:35260 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29046 busy:35256ms unacked:123 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4010960 minrtt:20.698
1651141298.088690, 	 reno wscale:8,9 rto:352 rtt:148.766/0.904 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:124 ssthresh:83 bytes_sent:42917272 bytes_retrans:647256 bytes_acked:42090465 segs_out:29641 segs_in:14591 data_segs_out:29639 send 9.7Mbps lastrcv:35288 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29069 busy:35284ms unacked:124 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3976208 minrtt:20.698
1651141298.116302, 	 reno wscale:8,9 rto:352 rtt:149.156/0.446 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:83 bytes_sent:42950576 bytes_retrans:647256 bytes_acked:42122321 segs_out:29664 segs_in:14602 data_segs_out:29662 send 9.7Mbps lastsnd:4 lastrcv:35316 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29091 busy:35312ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3942904 minrtt:20.698
1651141298.145880, 	 reno wscale:8,9 rto:352 rtt:149.538/0.692 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:83 bytes_sent:42986776 bytes_retrans:647256 bytes_acked:42158521 segs_out:29689 segs_in:14614 data_segs_out:29687 send 9.7Mbps lastrcv:35344 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29116 busy:35340ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4037024 minrtt:20.698
1651141298.174740, 	 reno wscale:8,9 rto:352 rtt:148.994/0.568 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:83 bytes_sent:43021528 bytes_retrans:647256 bytes_acked:42193273 segs_out:29713 segs_in:14626 data_segs_out:29711 send 9.7Mbps lastrcv:35372 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:29140 busy:35368ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4002272 minrtt:20.698
1651141298.205313, 	 reno wscale:8,9 rto:352 rtt:149.124/0.689 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:83 bytes_sent:43057728 bytes_retrans:647256 bytes_acked:42229473 segs_out:29738 segs_in:14638 data_segs_out:29736 send 9.7Mbps lastrcv:35404 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:29165 busy:35400ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3966072 minrtt:20.698
1651141298.235146, 	 reno wscale:8,9 rto:352 rtt:149.215/0.717 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:125 ssthresh:83 bytes_sent:43098272 bytes_retrans:647256 bytes_acked:42270017 segs_out:29766 segs_in:14652 data_segs_out:29764 send 9.7Mbps lastsnd:4 lastrcv:35440 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29193 busy:35436ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3990688 minrtt:20.698
1651141298.269898, 	 reno wscale:8,9 rto:352 rtt:150.734/1.36 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:83 bytes_sent:43134472 bytes_retrans:647256 bytes_acked:42306217 segs_out:29791 segs_in:14664 data_segs_out:29789 send 9.7Mbps lastsnd:4 lastrcv:35468 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29218 busy:35464ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3954488 minrtt:20.698
1651141298.299921, 	 reno wscale:8,9 rto:352 rtt:151.29/0.806 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:83 bytes_sent:43175016 bytes_retrans:647256 bytes_acked:42345313 segs_out:29819 segs_in:14677 data_segs_out:29817 send 9.6Mbps lastrcv:35500 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29245 busy:35496ms unacked:126 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3913944 minrtt:20.698
1651141298.330366, 	 reno wscale:8,9 rto:352 rtt:151.605/0.334 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:83 bytes_sent:43209768 bytes_retrans:647256 bytes_acked:42380065 segs_out:29843 segs_in:14689 data_segs_out:29841 send 9.6Mbps lastrcv:35528 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29269 busy:35524ms unacked:126 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4009512 minrtt:20.698
1651141298.358642, 	 reno wscale:8,9 rto:352 rtt:151.226/0.712 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:83 bytes_sent:43238728 bytes_retrans:647256 bytes_acked:42410473 segs_out:29863 segs_in:14699 data_segs_out:29861 send 9.7Mbps lastrcv:35556 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29290 busy:35552ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3980552 minrtt:20.698
1651141298.386322, 	 reno wscale:8,9 rto:352 rtt:151.424/0.225 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:126 ssthresh:83 bytes_sent:43276376 bytes_retrans:647256 bytes_acked:42448121 segs_out:29889 segs_in:14712 data_segs_out:29887 send 9.6Mbps lastsnd:4 lastrcv:35588 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29316 busy:35584ms unacked:125 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3942904 minrtt:20.698
1651141298.420425, 	 reno wscale:8,9 rto:352 rtt:150.875/0.416 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:83 bytes_sent:43315472 bytes_retrans:647256 bytes_acked:42484321 segs_out:29916 segs_in:14724 data_segs_out:29914 send 9.8Mbps lastrcv:35616 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:29341 busy:35612ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3903808 minrtt:20.698
1651141298.450814, 	 reno wscale:8,9 rto:352 rtt:151.289/0.587 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:83 bytes_sent:43353120 bytes_retrans:647256 bytes_acked:42521969 segs_out:29942 segs_in:14737 data_segs_out:29940 send 9.7Mbps lastrcv:35648 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:29367 busy:35644ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3996480 minrtt:20.698
1651141298.486108, 	 reno wscale:8,9 rto:356 rtt:152.731/1.044 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:83 bytes_sent:43395112 bytes_retrans:647256 bytes_acked:42565409 segs_out:29971 segs_in:14751 data_segs_out:29969 send 9.6Mbps lastrcv:35684 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29397 busy:35680ms unacked:126 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3954488 minrtt:20.698
1651141298.517494, 	 reno wscale:8,9 rto:356 rtt:152.197/0.203 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:83 bytes_sent:43442896 bytes_retrans:647256 bytes_acked:42611745 segs_out:30004 segs_in:14767 data_segs_out:30002 send 9.7Mbps lastrcv:35724 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29429 busy:35720ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4037024 minrtt:20.698
1651141298.553677, 	 reno wscale:8,9 rto:352 rtt:151.618/0.19 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:127 ssthresh:83 bytes_sent:43480544 bytes_retrans:647256 bytes_acked:42649393 segs_out:30030 segs_in:14780 data_segs_out:30028 send 9.7Mbps lastsnd:4 lastrcv:35756 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29455 busy:35752ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3999376 minrtt:20.698
1651141298.585096, 	 reno wscale:8,9 rto:356 rtt:153.619/1.035 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:83 bytes_sent:43516744 bytes_retrans:647256 bytes_acked:42685593 segs_out:30055 segs_in:14792 data_segs_out:30053 send 9.7Mbps lastrcv:35784 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29480 busy:35780ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3963176 minrtt:20.698
1651141298.617258, 	 reno wscale:8,9 rto:356 rtt:153.653/0.396 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:83 bytes_sent:43554392 bytes_retrans:647256 bytes_acked:42723241 segs_out:30081 segs_in:14805 data_segs_out:30079 send 9.7Mbps lastrcv:35816 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29506 busy:35812ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4055848 minrtt:20.698
1651141298.647597, 	 reno wscale:8,9 rto:356 rtt:152.771/0.434 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:83 bytes_sent:43590592 bytes_retrans:647256 bytes_acked:42759441 segs_out:30106 segs_in:14817 data_segs_out:30104 send 9.7Mbps lastrcv:35848 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29531 busy:35844ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:4019648 minrtt:20.698
1651141298.678579, 	 reno wscale:8,9 rto:356 rtt:152.494/0.355 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:83 bytes_sent:43622448 bytes_retrans:647256 bytes_acked:42791297 segs_out:30128 segs_in:14828 data_segs_out:30126 send 9.7Mbps lastsnd:4 lastrcv:35876 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:29553 busy:35872ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3987792 minrtt:20.698
1651141298.707522, 	 reno wscale:8,9 rto:356 rtt:153.573/0.465 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:128 ssthresh:83 bytes_sent:43658648 bytes_retrans:647256 bytes_acked:42827497 segs_out:30153 segs_in:14840 data_segs_out:30151 send 9.7Mbps lastrcv:35904 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:29578 busy:35900ms unacked:127 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3951592 minrtt:20.698
1651141298.735050, 	 reno wscale:8,9 rto:356 rtt:154.363/1.273 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:129 ssthresh:83 bytes_sent:43697744 bytes_retrans:647256 bytes_acked:42863697 segs_out:30180 segs_in:14852 data_segs_out:30178 send 9.7Mbps lastrcv:35936 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29603 busy:35932ms unacked:129 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3977656 minrtt:20.698
1651141298.765291, 	 reno wscale:8,9 rto:356 rtt:153.852/0.256 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:129 ssthresh:83 bytes_sent:43735392 bytes_retrans:647256 bytes_acked:42901345 segs_out:30206 segs_in:14865 data_segs_out:30204 send 9.7Mbps lastrcv:35964 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:29629 busy:35960ms unacked:129 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3940008 minrtt:20.698
1651141298.800202, 	 reno wscale:8,9 rto:356 rtt:154.408/0.64 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:129 ssthresh:83 bytes_sent:43777384 bytes_retrans:647256 bytes_acked:42943337 segs_out:30235 segs_in:14879 data_segs_out:30233 send 9.7Mbps lastrcv:36000 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29658 busy:35996ms unacked:129 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3898016 minrtt:20.698
1651141298.832002, 	 reno wscale:8,9 rto:356 rtt:154.424/0.614 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:129 ssthresh:83 bytes_sent:43815032 bytes_retrans:647256 bytes_acked:42980985 segs_out:30261 segs_in:14892 data_segs_out:30259 send 9.7Mbps lastrcv:36032 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:29684 busy:36028ms unacked:129 retrans:0/447 rcv_space:14480 rcv_ssthresh:42242 notsent:3990688 minrtt:20.698
