------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 238959
Write buffer size:  128 KByte
TCP window size:  544 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35158 connected with 10.0.2.22 port 5001 (ct=0.27 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 40.8600-41.0400 sec  1.80 MBytes  84.0 Mbits/sec  15/0          0       89K/4885 us  2149.03
[  3] 41.0400-41.2200 sec  1.86 MBytes  86.9 Mbits/sec  16/0          0      104K/6009 us  1807.29
[  3] 41.2200-41.4000 sec  1018 KBytes  46.3 Mbits/sec  8/0          0      111K/5670 us  1021.52
[  3] 41.4000-41.5800 sec  1.68 MBytes  78.2 Mbits/sec  14/0          0      113K/6394 us  1528.62
[  3] 41.5800-41.7600 sec  1.18 MBytes  55.0 Mbits/sec  10/0          0      115K/7291 us  943.35
[  3] 41.7600-41.9400 sec  1.49 MBytes  69.5 Mbits/sec  13/0          0      120K/10193 us  852.35
[  3] 41.9400-42.1200 sec   827 KBytes  37.6 Mbits/sec  7/0         11       69K/11156 us  421.84
[  3] 42.1200-42.3000 sec  1.74 MBytes  81.1 Mbits/sec  15/0          0       83K/7676 us  1320.48
[  3] 42.3000-42.4800 sec  1.68 MBytes  78.2 Mbits/sec  14/0          0      110K/9698 us  1007.84
[  3] 42.4800-42.6600 sec   827 KBytes  37.6 Mbits/sec  7/0          9       63K/6388 us  736.69
[  3] 42.6600-42.8400 sec  1.68 MBytes  78.2 Mbits/sec  14/0          0       91K/8521 us  1147.05
[  3] 42.8400-43.0200 sec  1.49 MBytes  69.5 Mbits/sec  12/0          8       70K/10100 us  860.20
[  3] 43.0200-43.2000 sec   891 KBytes  40.5 Mbits/sec  7/0          9       65K/6013 us  842.84
[  3] 43.2000-43.3800 sec  1.93 MBytes  89.8 Mbits/sec  16/0          0       82K/6841 us  1640.40
[  3] 43.3800-43.5600 sec   573 KBytes  26.1 Mbits/sec  5/0          6       52K/7342 us  443.75
[  3] 43.5600-43.7400 sec  1.49 MBytes  69.5 Mbits/sec  13/0          0       67K/7941 us  1094.07
[  3] 43.7400-43.9200 sec  1.43 MBytes  66.6 Mbits/sec  12/0          0       93K/8911 us  934.35
[  3] 43.9200-44.1000 sec  1.86 MBytes  86.9 Mbits/sec  15/0          9       57K/7793 us  1393.56
[  3] 44.1000-44.2800 sec  1.43 MBytes  66.6 Mbits/sec  12/0          0       89K/9970 us  835.11
[  3] 44.2800-44.4600 sec   509 KBytes  23.2 Mbits/sec  4/0          6       66K/3385 us  855.54
[  3] 44.4600-44.6400 sec  2.17 MBytes   101 Mbits/sec  18/0          0       83K/4014 us  3156.45
[  3] 44.6400-44.8200 sec  1.99 MBytes  92.7 Mbits/sec  16/0          0      104K/6233 us  1858.50
[  3] 44.8200-45.0000 sec  1.93 MBytes  89.8 Mbits/sec  16/0          0      113K/5117 us  2193.08
[  3] 45.0000-45.1800 sec   954 KBytes  43.4 Mbits/sec  8/0          0      114K/5613 us  967.40
[  3] 45.1800-45.3600 sec  1.80 MBytes  84.0 Mbits/sec  15/0          0      114K/5238 us  2004.20
[  3] 45.3600-45.5400 sec  1.86 MBytes  86.9 Mbits/sec  16/0          0      114K/5857 us  1854.19
[  3] 45.5400-45.7200 sec  1.86 MBytes  86.9 Mbits/sec  15/0          0      114K/6001 us  1809.70
[  3] 45.7200-45.9000 sec  1.80 MBytes  84.0 Mbits/sec  15/0          0      114K/5990 us  1752.59
[  3] 45.9000-46.0800 sec   954 KBytes  43.4 Mbits/sec  8/0          0      121K/10887 us  498.76
[  3] 46.0800-46.2600 sec  1.12 MBytes  52.1 Mbits/sec  9/0          5       73K/10384 us  627.50
[  3] 46.2600-46.4400 sec   700 KBytes  31.9 Mbits/sec  6/0          4       74K/9819 us  405.54
[  3] 46.4400-46.6200 sec  1.18 MBytes  55.0 Mbits/sec  10/0          0       80K/7711 us  891.97
[  3] 46.6200-46.8000 sec  1.12 MBytes  52.1 Mbits/sec  10/0          0       91K/9481 us  687.27
[  3] 46.8000-46.9800 sec   827 KBytes  37.6 Mbits/sec  7/0          4       52K/7203 us  653.34
[  3] 46.9800-47.1600 sec   636 KBytes  29.0 Mbits/sec  5/0          0       65K/11102 us  326.07
[  3] 47.1600-47.3400 sec  1.30 MBytes  60.8 Mbits/sec  11/0          0       76K/8890 us  855.12
[  3] 47.3400-47.5200 sec   700 KBytes  31.9 Mbits/sec  6/0          0       97K/16148 us  246.59
[  3] 47.5200-47.7000 sec  1.49 MBytes  69.5 Mbits/sec  12/0          0      107K/11486 us  756.40
[  3] 47.7000-47.8800 sec  1.49 MBytes  69.5 Mbits/sec  12/0          3       72K/7005 us  1240.26
[  3] 47.8800-48.0600 sec  1.18 MBytes  55.0 Mbits/sec  10/0          6       46K/7025 us  979.07
[  3] 48.0600-48.2400 sec   509 KBytes  23.2 Mbits/sec  4/0          0       70K/9103 us  318.14
[  3] 48.2400-48.4200 sec  1.12 MBytes  52.1 Mbits/sec  10/0          0       74K/6286 us  1036.59
[  3] 48.4200-48.6000 sec  1.12 MBytes  52.1 Mbits/sec  9/0          0       82K/4621 us  1410.08
[  3] 48.6000-48.7800 sec  1.30 MBytes  60.8 Mbits/sec  11/0          0       90K/7592 us  1001.32
[  3] 48.7800-48.9600 sec   827 KBytes  37.6 Mbits/sec  7/0          0       98K/5506 us  854.70
[  3] 48.9600-49.1400 sec  1.62 MBytes  75.3 Mbits/sec  13/0          0      107K/5796 us  1623.88
[  3] 49.1400-49.3200 sec  1.62 MBytes  75.3 Mbits/sec  13/0          0      111K/6477 us  1453.14
[  3] 49.3200-49.5000 sec  1.86 MBytes  86.9 Mbits/sec  16/0          0      114K/5500 us  1974.55
[  3] 49.5000-49.6800 sec  1.80 MBytes  84.0 Mbits/sec  15/0          0      117K/6239 us  1682.64
[  3] 49.6800-49.8600 sec  1.55 MBytes  72.4 Mbits/sec  13/0          0      123K/8734 us  1036.18
[  3] 49.8600-50.0400 sec  1.80 MBytes  84.0 Mbits/sec  15/0          0      124K/6106 us  1719.29
[  3] 50.0400-50.2200 sec   127 KBytes  5.79 Mbits/sec  1/0          5       87K/88442 us  8.19
[  3] 50.2200-50.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          4       56K/62510 us  17.37
[  3] 50.4000-50.5800 sec   318 KBytes  14.5 Mbits/sec  3/0          7       12K/7709 us  234.79
[  3] 50.5800-50.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          3       15K/10287 us  105.57
[  3] 50.7600-50.9400 sec   127 KBytes  5.79 Mbits/sec  1/0          4       12K/16855 us  42.95
[  3] 50.9400-51.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          2        8K/15432 us  70.37
[  3] 51.1200-51.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          2       15K/11838 us  122.32
[  3] 51.3000-51.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          4       14K/10831 us  100.27
[  3] 51.4800-51.6600 sec   255 KBytes  11.6 Mbits/sec  2/0          4       12K/10783 us  134.29
[  3] 51.6600-51.8400 sec   127 KBytes  5.79 Mbits/sec  1/0          6       11K/7085 us  102.19
[  3] 51.8400-52.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          2        9K/13681 us  79.38
[  3] 52.0200-52.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          4       12K/11997 us  120.70
[  3] 52.2000-52.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          4       14K/9382 us  115.75
[  3] 52.3800-52.5600 sec  63.6 KBytes  2.90 Mbits/sec  1/0          4       14K/9173 us  39.46
[  3] 52.5600-52.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          2       12K/10244 us  141.35
[  3] 52.7400-52.9200 sec   255 KBytes  11.6 Mbits/sec  2/0          4        9K/15041 us  96.27
[  3] 52.9200-53.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          4       12K/8070 us  134.57
[  3] 53.1000-53.2800 sec   127 KBytes  5.79 Mbits/sec  1/0          4       16K/10898 us  66.43
[  3] 53.2800-53.4600 sec   255 KBytes  11.6 Mbits/sec  2/0          1       12K/12549 us  115.39
[  3] 53.4600-53.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          4       15K/10174 us  106.74
[  3] 53.6400-53.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          4       16K/11142 us  97.47
[  3] 53.8200-54.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          5        8K/8779 us  164.94
[  3] 54.0000-54.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          3       14K/10723 us  101.28
[  3] 54.1800-54.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          4       15K/11426 us  126.73
[  3] 54.3600-54.5400 sec   127 KBytes  5.79 Mbits/sec  1/0          4       18K/13351 us  54.23
[  3] 54.5400-54.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          4        9K/8828 us  123.02
[  3] 54.7200-54.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          2       18K/13486 us  107.37
[  3] 54.9000-55.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          6        9K/8033 us  180.26
[  3] 55.0800-55.2600 sec  63.6 KBytes  2.90 Mbits/sec  1/0          4        7K/11386 us  31.79
[  3] 55.2600-55.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       19K/13580 us  106.63
[  3] 55.4400-55.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          6        8K/7229 us  150.23
