------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 213047
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35058 connected with 10.0.2.22 port 5001 (ct=41.26 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 19.2600-19.4400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      261K/222154 us  3.26
[  3] 19.4400-19.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      261K/222848 us  4.87
[  3] 19.6200-19.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      263K/223024 us  6.49
[  3] 19.8000-19.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      264K/225056 us  4.83
[  3] 19.9800-20.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      265K/226074 us  6.40
[  3] 20.1600-20.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      265K/225643 us  4.81
[  3] 20.3400-20.5200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      267K/226380 us  6.40
[  3] 20.5200-20.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      268K/227926 us  4.76
[  3] 20.7000-20.8800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      270K/230295 us  3.14
[  3] 20.8800-21.0600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      270K/230010 us  6.30
[  3] 21.0600-21.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      271K/230804 us  4.71
[  3] 21.2400-21.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      272K/232415 us  6.23
[  3] 21.4200-21.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      274K/232704 us  4.67
[  3] 21.6000-21.7800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      275K/234857 us  6.17
[  3] 21.7800-21.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      275K/234861 us  4.62
[  3] 21.9600-22.1400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      277K/235482 us  3.07
[  3] 22.1400-22.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      278K/236437 us  6.12
[  3] 22.3200-22.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      279K/237579 us  4.57
[  3] 22.5000-22.6800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      279K/238003 us  6.08
[  3] 22.6800-22.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      281K/239239 us  4.54
[  3] 22.8600-23.0400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      282K/240330 us  6.03
[  3] 23.0400-23.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      284K/241358 us  4.50
[  3] 23.2200-23.4000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      284K/242059 us  2.99
[  3] 23.4000-23.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      285K/242815 us  5.96
[  3] 23.5800-23.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      287K/245247 us  4.43
[  3] 23.7600-23.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      287K/244667 us  5.92
[  3] 23.9400-24.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      288K/245495 us  4.42
[  3] 24.1200-24.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      289K/245910 us  5.89
[  3] 24.3000-24.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      291K/247954 us  4.38
[  3] 24.4800-24.6600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      292K/248013 us  2.92
[  3] 24.6600-24.8400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      292K/249382 us  5.81
[  3] 24.8400-25.0200 sec   127 KBytes  5.79 Mbits/sec  1/1          2      246K/248187 us  2.92
[  3] 25.0200-25.2000 sec   318 KBytes  14.5 Mbits/sec  3/1          0      147K/241628 us  7.49
[  3] 25.2000-25.3800 sec   318 KBytes  14.5 Mbits/sec  3/0          0      147K/151465 us  11.95
[  3] 25.3800-25.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      151K/127418 us  8.52
[  3] 25.5600-25.7400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      152K/128592 us  5.63
[  3] 25.7400-25.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      154K/130736 us  8.31
[  3] 25.9200-26.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      155K/131026 us  11.05
[  3] 26.1000-26.2800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      158K/134095 us  10.80
[  3] 26.2800-26.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      159K/135028 us  8.04
[  3] 26.4600-26.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      162K/137048 us  10.57
[  3] 26.6400-26.8200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      164K/138708 us  5.22
[  3] 26.8200-27.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      165K/139496 us  7.79
[  3] 27.0000-27.1800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      166K/141414 us  10.24
[  3] 27.1800-27.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      169K/142435 us  7.62
[  3] 27.3600-27.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      171K/144504 us  10.02
[  3] 27.5400-27.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      172K/146525 us  7.41
[  3] 27.7200-27.9000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      175K/148168 us  4.89
[  3] 27.9000-28.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      175K/149576 us  9.68
[  3] 28.0800-28.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      178K/150057 us  7.24
[  3] 28.2600-28.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      179K/151793 us  9.54
[  3] 28.4400-28.6200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      181K/153976 us  9.40
[  3] 28.6200-28.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      182K/154013 us  7.05
[  3] 28.8000-28.9800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      185K/156452 us  4.63
[  3] 28.9800-29.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      185K/156394 us  9.26
[  3] 29.1600-29.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      186K/158076 us  6.87
[  3] 29.3400-29.5200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      189K/160610 us  9.02
[  3] 29.5200-29.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      190K/161251 us  6.73
[  3] 29.7000-29.8800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      192K/163509 us  8.86
[  3] 29.8800-30.0600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      193K/164129 us  4.41
[  3] 30.0600-30.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      195K/165991 us  6.54
[  3] 30.2400-30.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      196K/166089 us  8.72
[  3] 30.4200-30.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      197K/168407 us  8.60
[  3] 30.6000-30.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      199K/169584 us  6.40
[  3] 30.7800-30.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      202K/170622 us  8.49
[  3] 30.9600-31.1400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      203K/172399 us  4.20
[  3] 31.1400-31.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      203K/173133 us  6.27
[  3] 31.3200-31.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      205K/173745 us  8.33
[  3] 31.5000-31.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      206K/174961 us  6.21
[  3] 31.6800-31.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      207K/176055 us  8.22
[  3] 31.8600-32.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      209K/178489 us  6.08
[  3] 32.0400-32.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      212K/179722 us  8.06
[  3] 32.2200-32.4000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      213K/181288 us  3.99
[  3] 32.4000-32.5800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      213K/181699 us  5.98
[  3] 32.5800-32.7600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      214K/182699 us  7.93
[  3] 32.7600-32.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      216K/184180 us  5.90
[  3] 32.9400-33.1200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      217K/185069 us  7.82
[  3] 33.1200-33.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      219K/186064 us  5.84
[  3] 33.3000-33.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      220K/187401 us  7.73
[  3] 33.4800-33.6600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      222K/188922 us  3.83
[  3] 33.6600-33.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      223K/190047 us  5.71
[  3] 33.8400-34.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      224K/190486 us  7.60
[  3] 34.0200-34.2000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      226K/192668 us  5.64
[  3] 34.2000-34.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      227K/193505 us  7.48
[  3] 34.3800-34.5600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      229K/194840 us  7.43
[  3] 34.5600-34.7400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      230K/195433 us  1.85
[  3] 34.7400-34.9200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      230K/196353 us  7.37
[  3] 34.9200-35.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      231K/196601 us  7.37
[  3] 35.1000-35.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      233K/198114 us  5.48
[  3] 35.2800-35.4600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      234K/198994 us  7.28
[  3] 35.4600-35.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      236K/200643 us  5.41
[  3] 35.6400-35.8200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      237K/201377 us  7.19
[  3] 35.8200-36.0000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      238K/203191 us  3.56
[  3] 36.0000-36.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      240K/204338 us  5.31
[  3] 36.1800-36.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      241K/206052 us  7.03
[  3] 36.3600-36.5400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      243K/206062 us  5.27
[  3] 36.5400-36.7200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      244K/208180 us  6.96
[  3] 36.7200-36.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      246K/208163 us  6.96
[  3] 36.9000-37.0800 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      246K/208973 us  1.73
[  3] 37.0800-37.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      247K/210431 us  6.88
[  3] 37.2600-37.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      248K/210690 us  6.87
[  3] 37.4400-37.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      250K/213189 us  5.09
[  3] 37.6200-37.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      251K/212978 us  6.80
[  3] 37.8000-37.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      251K/213862 us  5.08
[  3] 37.9800-38.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      253K/215599 us  6.72
[  3] 38.1600-38.3400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      254K/215899 us  1.68
[  3] 38.3400-38.5200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      255K/217989 us  6.64
[  3] 38.5200-38.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      257K/217630 us  4.99
[  3] 38.7000-38.8800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      258K/218621 us  6.62
[  3] 38.8800-39.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      258K/220520 us  4.92
[  3] 39.0600-39.2400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      260K/220823 us  6.56
[  3] 39.2400-39.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      261K/222781 us  4.87
[  3] 39.4200-39.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      263K/223409 us  6.48
[  3] 39.6000-39.7800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      264K/225220 us  3.21
[  3] 39.7800-39.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      264K/225189 us  4.82
[  3] 39.9600-40.1400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      265K/226864 us  6.38
[  3] 40.1400-40.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      267K/227578 us  4.77
[  3] 40.3200-40.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      268K/227633 us  6.36
[  3] 40.5000-40.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      270K/229218 us  4.74
[  3] 40.6800-40.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      270K/229770 us  6.30
[  3] 40.8600-41.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      271K/230708 us  4.71
[  3] 41.0400-41.2200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      272K/232653 us  3.11
[  3] 41.2200-41.4000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      272K/232500 us  6.23
[  3] 41.4000-41.5800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      274K/233519 us  4.65
[  3] 41.5800-41.7600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      275K/234978 us  6.16
[  3] 41.7600-41.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      277K/235449 us  4.61
[  3] 41.9400-42.1200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      278K/236797 us  6.11
[  3] 42.1200-42.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      278K/236451 us  4.59
[  3] 42.3000-42.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      279K/238448 us  6.07
[  3] 42.4800-42.6600 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      281K/238767 us  1.52
[  3] 42.6600-42.8400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      282K/239458 us  6.05
[  3] 42.8400-43.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      282K/240768 us  4.51
[  3] 43.0200-43.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      284K/241310 us  6.00
[  3] 43.2000-43.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      285K/242806 us  4.47
[  3] 43.3800-43.5600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      287K/244640 us  5.92
[  3] 43.5600-43.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      287K/244473 us  5.92
[  3] 43.7400-43.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      288K/246056 us  4.41
[  3] 43.9200-44.1000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      289K/246755 us  2.93
[  3] 44.1000-44.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      289K/245956 us  4.42
[  3] 44.2800-44.4600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      291K/247632 us  5.85
