------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 213047
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35058 connected with 10.0.2.22 port 5001 (ct=41.26 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 44.4600-44.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      292K/249054 us  4.36
[  3] 44.6400-44.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          2      261K/249618 us  4.35
[  3] 44.8200-45.0000 sec  0.00 Bytes  0.00 bits/sec  0/2          0      152K/249051 us  0.00
[  3] 45.0000-45.1800 sec   573 KBytes  26.1 Mbits/sec  5/0          0      145K/177129 us  18.39
[  3] 45.1800-45.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      149K/125105 us  8.68
[  3] 45.3600-45.5400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      151K/127876 us  5.66
[  3] 45.5400-45.7200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      152K/128245 us  11.29
[  3] 45.7200-45.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      154K/130611 us  8.31
[  3] 45.9000-46.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      156K/132303 us  10.94
[  3] 46.0800-46.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      158K/133917 us  8.11
[  3] 46.2600-46.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      159K/135285 us  10.70
[  3] 46.4400-46.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      162K/138154 us  7.86
[  3] 46.6200-46.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      164K/139084 us  10.41
[  3] 46.8000-46.9800 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      166K/140329 us  2.58
[  3] 46.9800-47.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      166K/141693 us  10.22
[  3] 47.1600-47.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      169K/142249 us  10.18
[  3] 47.3400-47.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      171K/144976 us  7.49
[  3] 47.5200-47.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      172K/145742 us  9.94
[  3] 47.7000-47.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      173K/146726 us  7.40
[  3] 47.8800-48.0600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      176K/149003 us  4.86
[  3] 48.0600-48.2400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      178K/149917 us  9.66
[  3] 48.2400-48.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      179K/151237 us  7.18
[  3] 48.4200-48.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      181K/153299 us  9.45
[  3] 48.6000-48.7800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      182K/154255 us  9.39
[  3] 48.7800-48.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      185K/156249 us  6.95
[  3] 48.9600-49.1400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      186K/158759 us  4.56
[  3] 49.1400-49.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      186K/158664 us  6.84
[  3] 49.3200-49.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      189K/159625 us  9.07
[  3] 49.5000-49.6800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      190K/161473 us  8.97
[  3] 49.6800-49.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      192K/163289 us  6.65
[  3] 49.8600-50.0400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      193K/163904 us  8.83
[  3] 50.0400-50.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      195K/165688 us  6.55
[  3] 50.2200-50.4000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      196K/165906 us  4.36
[  3] 50.4000-50.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      197K/168279 us  8.60
[  3] 50.5800-50.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      199K/169047 us  6.42
[  3] 50.7600-50.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      200K/170535 us  8.49
[  3] 50.9400-51.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      202K/171932 us  6.32
[  3] 51.1200-51.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      205K/173219 us  8.36
[  3] 51.3000-51.4800 sec   127 KBytes  5.79 Mbits/sec  1/0          0      206K/175220 us  4.13
[  3] 51.4800-51.6600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      206K/175881 us  6.17
[  3] 51.6600-51.8400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      207K/176308 us  8.21
[  3] 51.8400-52.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      209K/178034 us  6.10
[  3] 52.0200-52.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      210K/177883 us  8.14
[  3] 52.2000-52.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      213K/181640 us  7.97
[  3] 52.3800-52.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      214K/182299 us  5.96
[  3] 52.5600-52.7400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      216K/183304 us  3.95
[  3] 52.7400-52.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      216K/184175 us  5.90
[  3] 52.9200-53.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      217K/184944 us  7.83
[  3] 53.1000-53.2800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      219K/186022 us  7.78
[  3] 53.2800-53.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      220K/187634 us  5.79
[  3] 53.4600-53.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      222K/188771 us  7.67
[  3] 53.6400-53.8200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      223K/189769 us  1.91
[  3] 53.8200-54.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      224K/190289 us  7.61
[  3] 54.0000-54.1800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      226K/192179 us  7.53
[  3] 54.1800-54.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      227K/193026 us  5.63
[  3] 54.3600-54.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      229K/195002 us  7.43
[  3] 54.5400-54.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      230K/199448 us  5.45
[  3] 54.7200-54.9000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      231K/201704 us  3.59
[  3] 54.9000-55.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      231K/197892 us  7.32
[  3] 55.0800-55.2600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      233K/198334 us  5.48
[  3] 55.2600-55.4400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      234K/199312 us  7.26
[  3] 55.4400-55.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      236K/200409 us  5.42
[  3] 55.6200-55.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      237K/201367 us  7.19
[  3] 55.8000-55.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      238K/203262 us  5.34
[  3] 55.9800-56.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      240K/203894 us  7.10
[  3] 56.1600-56.3400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      241K/205486 us  3.52
[  3] 56.3400-56.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      243K/206069 us  5.27
[  3] 56.5200-56.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      243K/205455 us  7.05
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      244K/208594 us  5.21
[  3] 56.8800-57.0600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      246K/208601 us  6.94
[  3] 57.0600-57.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      247K/210222 us  5.17
[  3] 57.2400-57.4200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      248K/211325 us  3.43
[  3] 57.4200-57.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      250K/212933 us  6.80
[  3] 57.6000-57.7800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      251K/213140 us  6.79
[  3] 57.7800-57.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      253K/213850 us  5.08
[  3] 57.9600-58.1400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      253K/215511 us  6.72
[  3] 58.1400-58.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      254K/215750 us  5.03
[  3] 58.3200-58.5000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      255K/217978 us  3.32
[  3] 58.5000-58.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      257K/217980 us  4.98
[  3] 58.6800-58.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      257K/218585 us  6.62
[  3] 58.8600-59.0400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      258K/220450 us  6.57
[  3] 59.0400-59.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      260K/220606 us  4.92
[  3] 59.2200-59.4000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      261K/222771 us  6.50
[  3] 59.4000-59.5800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      263K/223327 us  4.86
[  3] 59.5800-59.7600 sec   127 KBytes  5.79 Mbits/sec  1/0          0      264K/225668 us  3.21
[  3] 59.7600-59.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      264K/225346 us  6.43
