1651141327.720706, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:50416004 lastrcv:50416004 lastack:50416004 unacked:1 rcv_ssthresh:42340
1651141339.713087, 	 reno wscale:8,9 rto:376 rtt:175.814/0.387 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:147 ssthresh:76 bytes_sent:15196760 bytes_retrans:750064 bytes_acked:14233841 segs_out:10497 segs_in:5184 data_segs_out:10495 send 9.7Mbps lastrcv:11932 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:9831 busy:11932ms unacked:147 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4888448 minrtt:20.607
1651141339.746655, 	 reno wscale:8,9 rto:380 rtt:176.492/1.299 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:147 ssthresh:76 bytes_sent:15238752 bytes_retrans:750064 bytes_acked:14275833 segs_out:10526 segs_in:5197 data_segs_out:10524 send 9.6Mbps lastrcv:11968 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:9860 busy:11968ms unacked:147 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4846456 minrtt:20.607
1651141339.780582, 	 reno wscale:8,9 rto:380 rtt:176.457/1.193 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:148 ssthresh:76 bytes_sent:15274952 bytes_retrans:750064 bytes_acked:14310585 segs_out:10551 segs_in:5209 data_segs_out:10549 send 9.7Mbps lastsnd:4 lastrcv:12000 lastack:4 pacing_rate 11.7Mbps delivery_rate 9.5Mbps delivered:9884 busy:12000ms unacked:148 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4940576 minrtt:20.607
1651141339.813529, 	 reno wscale:8,9 rto:380 rtt:177.651/0.887 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:148 ssthresh:76 bytes_sent:15321288 bytes_retrans:750064 bytes_acked:14358369 segs_out:10583 segs_in:5225 data_segs_out:10581 send 9.7Mbps lastsnd:4 lastrcv:12040 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:9917 busy:12040ms unacked:147 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4894240 minrtt:20.607
1651141339.849537, 	 reno wscale:8,9 rto:380 rtt:177.931/0.897 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:148 ssthresh:76 bytes_sent:15357488 bytes_retrans:750064 bytes_acked:14394569 segs_out:10608 segs_in:5237 data_segs_out:10606 send 9.6Mbps lastrcv:12068 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:9942 busy:12068ms unacked:147 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4988360 minrtt:20.607
1651141339.880051, 	 reno wscale:8,9 rto:380 rtt:178.025/0.176 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:148 ssthresh:76 bytes_sent:15399480 bytes_retrans:750064 bytes_acked:14435113 segs_out:10637 segs_in:5251 data_segs_out:10635 send 9.6Mbps lastrcv:12100 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:9970 busy:12100ms unacked:148 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4946368 minrtt:20.607
1651141339.914463, 	 reno wscale:8,9 rto:380 rtt:177.572/0.354 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:148 ssthresh:76 bytes_sent:15448712 bytes_retrans:750064 bytes_acked:14485793 segs_out:10671 segs_in:5268 data_segs_out:10669 send 9.7Mbps lastrcv:12144 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10005 busy:12144ms unacked:147 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4897136 minrtt:20.607
1651141339.952824, 	 reno wscale:8,9 rto:380 rtt:177.991/0.786 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15487808 bytes_retrans:750064 bytes_acked:14521993 segs_out:10698 segs_in:5280 data_segs_out:10696 send 9.7Mbps lastsnd:4 lastrcv:12176 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10030 busy:12176ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4923200 minrtt:20.607
1651141339.985078, 	 reno wscale:8,9 rto:380 rtt:178.419/0.593 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15522560 bytes_retrans:750064 bytes_acked:14556745 segs_out:10722 segs_in:5292 data_segs_out:10720 send 9.7Mbps lastrcv:12204 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10054 busy:12204ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4888448 minrtt:20.607
1651141340.013888, 	 reno wscale:8,9 rto:380 rtt:178.948/0.944 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15555864 bytes_retrans:750064 bytes_acked:14590049 segs_out:10745 segs_in:5303 data_segs_out:10743 send 9.6Mbps lastrcv:12232 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10077 busy:12232ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4855144 minrtt:20.607
1651141340.041312, 	 reno wscale:8,9 rto:380 rtt:178.22/0.449 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15589168 bytes_retrans:750064 bytes_acked:14624801 segs_out:10768 segs_in:5315 data_segs_out:10766 send 9.7Mbps lastrcv:12260 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10101 busy:12260ms unacked:148 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4952160 minrtt:20.607
1651141340.070995, 	 reno wscale:8,9 rto:380 rtt:178.906/0.649 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15623920 bytes_retrans:750064 bytes_acked:14658105 segs_out:10792 segs_in:5326 data_segs_out:10790 send 9.6Mbps lastrcv:12288 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10124 busy:12288ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4917408 minrtt:20.607
1651141340.101152, 	 reno wscale:8,9 rto:380 rtt:178.238/0.231 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15660120 bytes_retrans:750064 bytes_acked:14695753 segs_out:10817 segs_in:5339 data_segs_out:10815 send 9.7Mbps lastrcv:12320 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10150 busy:12320ms unacked:148 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4881208 minrtt:20.607
1651141340.133790, 	 reno wscale:8,9 rto:380 rtt:178.842/0.571 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:149 ssthresh:76 bytes_sent:15697768 bytes_retrans:750064 bytes_acked:14731953 segs_out:10843 segs_in:5351 data_segs_out:10841 send 9.7Mbps lastsnd:4 lastrcv:12352 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10175 busy:12352ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4843560 minrtt:20.607
1651141340.160398, 	 reno wscale:8,9 rto:380 rtt:179.82/0.699 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:150 ssthresh:76 bytes_sent:15733968 bytes_retrans:750064 bytes_acked:14766705 segs_out:10868 segs_in:5363 data_segs_out:10866 send 9.7Mbps lastrcv:12380 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10199 busy:12380ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4937680 minrtt:20.607
1651141340.191467, 	 reno wscale:8,9 rto:380 rtt:179.863/0.652 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:150 ssthresh:76 bytes_sent:15774512 bytes_retrans:750064 bytes_acked:14808697 segs_out:10896 segs_in:5377 data_segs_out:10894 send 9.7Mbps lastsnd:4 lastrcv:12416 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10228 busy:12416ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4897136 minrtt:20.607
1651141340.227665, 	 reno wscale:8,9 rto:384 rtt:180.124/0.731 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:150 ssthresh:76 bytes_sent:15816504 bytes_retrans:750064 bytes_acked:14850689 segs_out:10925 segs_in:5391 data_segs_out:10923 send 9.6Mbps lastrcv:12448 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10257 busy:12448ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4855144 minrtt:20.607
1651141340.257821, 	 reno wscale:8,9 rto:384 rtt:180.079/0.522 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:150 ssthresh:76 bytes_sent:15852704 bytes_retrans:750064 bytes_acked:14885441 segs_out:10950 segs_in:5403 data_segs_out:10948 send 9.6Mbps lastrcv:12476 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10281 busy:12476ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4949264 minrtt:20.607
1651141340.286883, 	 reno wscale:8,9 rto:380 rtt:179.972/0.582 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:150 ssthresh:76 bytes_sent:15884560 bytes_retrans:750064 bytes_acked:14918745 segs_out:10972 segs_in:5414 data_segs_out:10970 send 9.7Mbps lastrcv:12504 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10304 busy:12504ms unacked:149 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4917408 minrtt:20.607
1651141340.319849, 	 reno wscale:8,9 rto:384 rtt:180.457/0.343 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:15926552 bytes_retrans:750064 bytes_acked:14959289 segs_out:11001 segs_in:5428 data_segs_out:10999 send 9.7Mbps lastrcv:12540 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10332 busy:12540ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4875416 minrtt:20.607
1651141340.349937, 	 reno wscale:8,9 rto:384 rtt:181.308/0.713 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:15959856 bytes_retrans:750064 bytes_acked:14992593 segs_out:11024 segs_in:5439 data_segs_out:11022 send 9.6Mbps lastrcv:12568 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10355 busy:12568ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4907272 minrtt:20.607
1651141340.378441, 	 reno wscale:8,9 rto:384 rtt:180.755/0.247 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:15991712 bytes_retrans:750064 bytes_acked:15024449 segs_out:11046 segs_in:5450 data_segs_out:11044 send 9.7Mbps lastrcv:12596 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10377 busy:12596ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4875416 minrtt:20.607
1651141340.405051, 	 reno wscale:8,9 rto:384 rtt:181.235/0.552 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:16026464 bytes_retrans:750064 bytes_acked:15057753 segs_out:11070 segs_in:5461 data_segs_out:11068 send 9.7Mbps lastsnd:4 lastrcv:12624 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10400 busy:12624ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4840664 minrtt:20.607
1651141340.432405, 	 reno wscale:8,9 rto:384 rtt:181.618/0.359 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:16059768 bytes_retrans:750064 bytes_acked:15091057 segs_out:11093 segs_in:5472 data_segs_out:11091 send 9.6Mbps lastrcv:12648 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10423 busy:12648ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4807360 minrtt:20.607
1651141340.459678, 	 reno wscale:8,9 rto:384 rtt:181.411/0.221 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:16094520 bytes_retrans:750064 bytes_acked:15125809 segs_out:11117 segs_in:5484 data_segs_out:11115 send 9.6Mbps lastrcv:12680 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10447 busy:12680ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4902928 minrtt:20.607
1651141340.489610, 	 reno wscale:8,9 rto:384 rtt:180.78/0.408 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:151 ssthresh:76 bytes_sent:16127824 bytes_retrans:750064 bytes_acked:15160561 segs_out:11140 segs_in:5496 data_segs_out:11138 send 9.7Mbps lastrcv:12708 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10471 busy:12708ms unacked:150 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4869624 minrtt:20.607
1651141340.523473, 	 reno wscale:8,9 rto:384 rtt:181.675/0.355 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:152 ssthresh:76 bytes_sent:16168368 bytes_retrans:750064 bytes_acked:15198209 segs_out:11168 segs_in:5508 data_segs_out:11166 send 9.7Mbps lastrcv:12740 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10497 busy:12740ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4829080 minrtt:20.607
1651141340.550970, 	 reno wscale:8,9 rto:384 rtt:181.866/0.333 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:152 ssthresh:76 bytes_sent:16219048 bytes_retrans:750064 bytes_acked:15250337 segs_out:11203 segs_in:5525 data_segs_out:11201 send 9.7Mbps lastrcv:12784 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10533 busy:12784ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4908720 minrtt:20.607
1651141340.606417, 	 reno wscale:8,9 rto:384 rtt:182.771/0.658 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:152 ssthresh:76 bytes_sent:16272624 bytes_retrans:750064 bytes_acked:15303913 segs_out:11240 segs_in:5543 data_segs_out:11238 send 9.6Mbps lastrcv:12828 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10570 busy:12828ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4855144 minrtt:20.607
1651141340.637900, 	 reno wscale:8,9 rto:384 rtt:182.749/0.209 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:152 ssthresh:76 bytes_sent:16305928 bytes_retrans:750064 bytes_acked:15335769 segs_out:11263 segs_in:5554 data_segs_out:11261 send 9.6Mbps lastrcv:12856 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10592 busy:12856ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4952160 minrtt:20.607
1651141340.666062, 	 reno wscale:8,9 rto:384 rtt:182.675/0.519 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:152 ssthresh:76 bytes_sent:16337784 bytes_retrans:750064 bytes_acked:15369073 segs_out:11285 segs_in:5565 data_segs_out:11283 send 9.6Mbps lastrcv:12884 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10615 busy:12884ms unacked:151 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4920304 minrtt:20.607
1651141340.694535, 	 reno wscale:8,9 rto:384 rtt:182.387/0.706 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16373984 bytes_retrans:750064 bytes_acked:15403825 segs_out:11310 segs_in:5577 data_segs_out:11308 send 9.7Mbps lastrcv:12912 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:10639 busy:12912ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4884104 minrtt:20.607
1651141340.723860, 	 reno wscale:8,9 rto:384 rtt:183.31/1.041 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16411632 bytes_retrans:750064 bytes_acked:15440025 segs_out:11336 segs_in:5589 data_segs_out:11334 send 9.7Mbps lastsnd:4 lastrcv:12944 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10664 busy:12944ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4976776 minrtt:20.607
1651141340.752227, 	 reno wscale:8,9 rto:384 rtt:183.093/0.474 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16442040 bytes_retrans:750064 bytes_acked:15471881 segs_out:11357 segs_in:5600 data_segs_out:11355 send 9.7Mbps lastrcv:12968 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10686 busy:12968ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4946368 minrtt:20.607
1651141340.782219, 	 reno wscale:8,9 rto:384 rtt:183.844/0.622 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16479688 bytes_retrans:750064 bytes_acked:15508081 segs_out:11383 segs_in:5612 data_segs_out:11381 send 9.6Mbps lastsnd:4 lastrcv:13000 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10711 busy:13000ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4908720 minrtt:20.607
1651141340.808026, 	 reno wscale:8,9 rto:384 rtt:183.337/0.305 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16510096 bytes_retrans:750064 bytes_acked:15539937 segs_out:11404 segs_in:5623 data_segs_out:11402 send 9.7Mbps lastsnd:4 lastrcv:13028 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10733 busy:13028ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4878312 minrtt:20.607
1651141340.835223, 	 reno wscale:8,9 rto:384 rtt:183.959/0.783 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16540504 bytes_retrans:750064 bytes_acked:15570345 segs_out:11425 segs_in:5633 data_segs_out:11423 send 9.6Mbps lastrcv:13052 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10754 busy:13052ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4913064 minrtt:20.607
1651141340.861822, 	 reno wscale:8,9 rto:384 rtt:183.402/0.375 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:153 ssthresh:76 bytes_sent:16575256 bytes_retrans:750064 bytes_acked:15605097 segs_out:11449 segs_in:5645 data_segs_out:11447 send 9.7Mbps lastrcv:13080 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10778 busy:13080ms unacked:152 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4878312 minrtt:20.607
1651141340.889771, 	 reno wscale:8,9 rto:388 rtt:184.233/0.673 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16610008 bytes_retrans:750064 bytes_acked:15638401 segs_out:11473 segs_in:5656 data_segs_out:11471 send 9.7Mbps lastrcv:13108 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10801 busy:13108ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4843560 minrtt:20.607
1651141340.917365, 	 reno wscale:8,9 rto:388 rtt:185.03/0.615 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16643312 bytes_retrans:750064 bytes_acked:15670257 segs_out:11496 segs_in:5667 data_segs_out:11494 send 9.6Mbps lastsnd:4 lastrcv:13136 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10823 busy:13136ms unacked:154 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4940576 minrtt:20.607
1651141340.944590, 	 reno wscale:8,9 rto:388 rtt:184.567/0.47 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16672272 bytes_retrans:750064 bytes_acked:15700665 segs_out:11516 segs_in:5677 data_segs_out:11514 send 9.7Mbps lastrcv:13160 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10844 busy:13160ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4911616 minrtt:20.607
1651141340.970961, 	 reno wscale:8,9 rto:388 rtt:184.777/0.618 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16705576 bytes_retrans:750064 bytes_acked:15732521 segs_out:11539 segs_in:5688 data_segs_out:11537 send 9.7Mbps lastrcv:13188 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10866 busy:13188ms unacked:154 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4878312 minrtt:20.607
1651141340.998897, 	 reno wscale:8,9 rto:388 rtt:184.791/0.703 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16740328 bytes_retrans:750064 bytes_acked:15768721 segs_out:11563 segs_in:5700 data_segs_out:11561 send 9.7Mbps lastrcv:13216 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10891 busy:13216ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4843560 minrtt:20.607
1651141341.031616, 	 reno wscale:8,9 rto:388 rtt:184.53/0.422 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:76 bytes_sent:16776528 bytes_retrans:750064 bytes_acked:15804921 segs_out:11588 segs_in:5712 data_segs_out:11586 send 9.7Mbps lastrcv:13248 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10916 busy:13248ms unacked:153 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4937680 minrtt:20.607
1651141341.057427, 	 reno wscale:8,9 rto:388 rtt:184.42/0.77 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16811280 bytes_retrans:750064 bytes_acked:15836777 segs_out:11612 segs_in:5723 data_segs_out:11610 send 9.7Mbps lastrcv:13272 pacing_rate 11.7Mbps delivery_rate 9.6Mbps delivered:10938 busy:13272ms unacked:155 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4902928 minrtt:20.607
1651141341.083529, 	 reno wscale:8,9 rto:388 rtt:185.221/0.432 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16844584 bytes_retrans:750064 bytes_acked:15871529 segs_out:11635 segs_in:5735 data_segs_out:11633 send 9.7Mbps lastrcv:13304 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:10962 busy:13304ms unacked:154 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4869624 minrtt:20.607
1651141341.114045, 	 reno wscale:8,9 rto:388 rtt:186.448/0.726 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16882232 bytes_retrans:750064 bytes_acked:15907729 segs_out:11661 segs_in:5747 data_segs_out:11659 send 9.6Mbps lastsnd:4 lastrcv:13336 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:10987 busy:13336ms unacked:155 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4962296 minrtt:20.607
1651141341.142944, 	 reno wscale:8,9 rto:388 rtt:185.74/0.334 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16912640 bytes_retrans:750064 bytes_acked:15939585 segs_out:11682 segs_in:5758 data_segs_out:11680 send 9.7Mbps lastrcv:13360 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:11009 busy:13360ms unacked:154 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4931888 minrtt:20.607
1651141341.170239, 	 reno wscale:8,9 rto:388 rtt:186.491/0.505 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16944496 bytes_retrans:750064 bytes_acked:15969993 segs_out:11704 segs_in:5768 data_segs_out:11702 send 9.6Mbps lastsnd:4 lastrcv:13388 lastack:4 pacing_rate 11.6Mbps delivery_rate 9.5Mbps delivered:11030 busy:13388ms unacked:155 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4900032 minrtt:20.607
1651141341.194964, 	 reno wscale:8,9 rto:388 rtt:185.772/0.465 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:16974904 bytes_retrans:750064 bytes_acked:16001849 segs_out:11725 segs_in:5779 data_segs_out:11723 send 9.7Mbps lastrcv:13412 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:11052 busy:13412ms unacked:154 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4869624 minrtt:20.607
1651141341.222385, 	 reno wscale:8,9 rto:388 rtt:185.326/0.554 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:155 ssthresh:76 bytes_sent:17009656 bytes_retrans:750064 bytes_acked:16035153 segs_out:11749 segs_in:5790 data_segs_out:11747 send 9.7Mbps lastrcv:13440 pacing_rate 11.6Mbps delivery_rate 9.6Mbps delivered:11075 busy:13440ms unacked:155 retrans:0/518 reordering:4 reord_seen:1 rcv_space:14480 rcv_ssthresh:42242 notsent:4900032 minrtt:20.607
