1651141327.720706, 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:50416004 lastrcv:50416004 lastack:50416004 unacked:1 rcv_ssthresh:42340
1651141328.083575, 	 reno wscale:8,9 rto:332 rtt:128.095/14.373 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:235 bytes_sent:664632 bytes_acked:325801 segs_out:461 segs_in:89 data_segs_out:459 send 21.3Mbps lastsnd:4 lastrcv:300 lastack:4 pacing_rate 42.5Mbps delivery_rate 9.6Mbps delivered:226 busy:300ms unacked:234 rcv_space:14480 rcv_ssthresh:42242 notsent:1598592 minrtt:20.607
1651141328.108787, 	 reno wscale:8,9 rto:344 rtt:142.794/14.555 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:259 bytes_sent:734136 bytes_acked:360553 segs_out:509 segs_in:97 data_segs_out:507 send 21.0Mbps lastsnd:4 lastrcv:328 lastack:4 pacing_rate 42.0Mbps delivery_rate 9.6Mbps delivered:250 busy:328ms unacked:258 rcv_space:14480 rcv_ssthresh:42242 notsent:1529088 minrtt:20.607
1651141328.136339, 	 reno wscale:8,9 rto:360 rtt:156.998/14.023 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:283 bytes_sent:803640 bytes_acked:395305 segs_out:557 segs_in:105 data_segs_out:555 send 20.9Mbps lastrcv:356 pacing_rate 41.8Mbps delivery_rate 9.6Mbps delivered:274 busy:356ms unacked:282 rcv_space:14480 rcv_ssthresh:42242 notsent:1459584 minrtt:20.607
1651141328.166762, 	 reno wscale:8,9 rto:372 rtt:171.513/14.375 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:307 bytes_sent:873144 bytes_acked:430057 segs_out:605 segs_in:113 data_segs_out:603 send 20.7Mbps lastrcv:384 pacing_rate 41.5Mbps delivery_rate 9.6Mbps delivered:298 busy:384ms unacked:306 rcv_space:14480 rcv_ssthresh:42242 notsent:1390080 minrtt:20.607
1651141328.195160, 	 reno wscale:8,9 rto:388 rtt:185.714/14.556 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:331 bytes_sent:942648 bytes_acked:464809 segs_out:653 segs_in:121 data_segs_out:651 send 20.6Mbps lastrcv:412 pacing_rate 41.3Mbps delivery_rate 9.6Mbps delivered:322 busy:412ms unacked:330 rcv_space:14480 rcv_ssthresh:42242 notsent:2037336 minrtt:20.607
1651141328.223318, 	 reno wscale:8,9 rto:404 rtt:200.608/14.533 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:355 bytes_sent:1012152 bytes_acked:499561 segs_out:701 segs_in:129 data_segs_out:699 send 20.5Mbps lastrcv:440 pacing_rate 41.0Mbps delivery_rate 9.6Mbps delivered:346 busy:440ms unacked:354 rcv_space:14480 rcv_ssthresh:42242 notsent:1967832 minrtt:20.607
1651141328.250555, 	 reno wscale:8,9 rto:416 rtt:215.129/14.646 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:379 bytes_sent:1081656 bytes_acked:534313 segs_out:749 segs_in:137 data_segs_out:747 send 20.4Mbps lastrcv:472 pacing_rate 40.8Mbps delivery_rate 9.6Mbps delivered:370 busy:472ms unacked:378 rcv_space:14480 rcv_ssthresh:42242 notsent:1898328 minrtt:20.607
1651141328.280792, 	 reno wscale:8,9 rto:428 rtt:227.686/14.205 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:400 bytes_sent:1142472 bytes_acked:564721 segs_out:791 segs_in:144 data_segs_out:789 send 20.4Mbps lastsnd:4 lastrcv:500 lastack:4 pacing_rate 40.7Mbps delivery_rate 9.6Mbps delivered:391 busy:500ms unacked:399 rcv_space:14480 rcv_ssthresh:42242 notsent:2619432 minrtt:20.607
1651141328.308074, 	 reno wscale:8,9 rto:448 rtt:244.389/14.831 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:427 bytes_sent:1220664 bytes_acked:603817 segs_out:845 segs_in:153 data_segs_out:843 send 20.2Mbps lastsnd:4 lastrcv:532 lastack:4 pacing_rate 40.5Mbps delivery_rate 9.6Mbps delivered:418 busy:532ms unacked:426 rcv_space:14480 rcv_ssthresh:42242 notsent:2541240 minrtt:20.607
1651141328.338960, 	 reno wscale:8,9 rto:460 rtt:258.982/14.688 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:451 bytes_sent:1290168 bytes_acked:638569 segs_out:893 segs_in:161 data_segs_out:891 send 20.2Mbps lastsnd:4 lastrcv:560 lastack:4 pacing_rate 40.3Mbps delivery_rate 9.6Mbps delivered:442 busy:560ms unacked:450 rcv_space:14480 rcv_ssthresh:42242 notsent:2471736 minrtt:20.607
1651141328.367442, 	 reno wscale:8,9 rto:472 rtt:271.801/14.807 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:472 bytes_sent:1350984 bytes_acked:668977 segs_out:935 segs_in:168 data_segs_out:933 send 20.1Mbps lastrcv:584 pacing_rate 40.2Mbps delivery_rate 9.5Mbps delivered:463 busy:584ms unacked:471 rcv_space:14480 rcv_ssthresh:42242 notsent:3192840 minrtt:20.607
1651141328.394978, 	 reno wscale:8,9 rto:488 rtt:285.933/14.141 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:496 bytes_sent:1420488 bytes_acked:703729 segs_out:983 segs_in:176 data_segs_out:981 send 20.1Mbps lastrcv:612 pacing_rate 40.2Mbps delivery_rate 9.6Mbps delivered:487 busy:612ms unacked:495 rcv_space:14480 rcv_ssthresh:42242 notsent:3123336 minrtt:20.607
1651141328.423941, 	 reno wscale:8,9 rto:504 rtt:300.838/14.467 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:520 bytes_sent:1489992 bytes_acked:738481 segs_out:1031 segs_in:184 data_segs_out:1029 send 20.0Mbps lastsnd:4 lastrcv:644 lastack:4 pacing_rate 40.0Mbps delivery_rate 9.6Mbps delivered:511 busy:644ms unacked:519 rcv_space:14480 rcv_ssthresh:42242 notsent:3053832 minrtt:20.607
1651141328.453031, 	 reno wscale:8,9 rto:516 rtt:315.258/14.378 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:544 bytes_sent:1559496 bytes_acked:773233 segs_out:1079 segs_in:192 data_segs_out:1077 send 20.0Mbps lastrcv:672 pacing_rate 40.0Mbps delivery_rate 9.6Mbps delivered:535 busy:672ms unacked:543 rcv_space:14480 rcv_ssthresh:42242 notsent:2984328 minrtt:20.607
1651141328.481797, 	 reno wscale:8,9 rto:532 rtt:329.896/14.511 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:568 bytes_sent:1629000 bytes_acked:807985 segs_out:1127 segs_in:200 data_segs_out:1125 send 19.9Mbps lastrcv:700 pacing_rate 39.9Mbps delivery_rate 9.6Mbps delivered:559 busy:700ms unacked:567 rcv_space:14480 rcv_ssthresh:42242 notsent:3696744 minrtt:20.607
1651141328.510849, 	 reno wscale:8,9 rto:548 rtt:344.739/14.482 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:592 bytes_sent:1698504 bytes_acked:842737 segs_out:1175 segs_in:208 data_segs_out:1173 send 19.9Mbps lastrcv:728 pacing_rate 39.8Mbps delivery_rate 9.6Mbps delivered:583 busy:728ms unacked:591 rcv_space:14480 rcv_ssthresh:42242 notsent:3627240 minrtt:20.607
1651141328.539988, 	 reno wscale:8,9 rto:560 rtt:357.44/14.646 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:613 bytes_sent:1759320 bytes_acked:873145 segs_out:1217 segs_in:215 data_segs_out:1215 send 19.9Mbps lastrcv:756 pacing_rate 39.7Mbps delivery_rate 9.5Mbps delivered:604 busy:756ms unacked:612 rcv_space:14480 rcv_ssthresh:42242 notsent:3566424 minrtt:20.607
1651141328.566981, 	 reno wscale:8,9 rto:568 rtt:364.619/5.244 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:576 ssthresh:307 bytes_sent:1781040 bytes_retrans:17376 bytes_acked:874593 segs_out:1232 segs_in:224 data_segs_out:1230 send 18.3Mbps lastrcv:784 pacing_rate 23.4Mbps delivery_rate 9.6Mbps delivered:628 busy:784ms unacked:614 retrans:12/12 lost:27 sacked:23 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.595704, 	 reno wscale:8,9 rto:568 rtt:366.201/1.815 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:540 ssthresh:307 bytes_sent:1798416 bytes_retrans:34752 bytes_acked:874593 segs_out:1244 segs_in:232 data_segs_out:1242 send 17.1Mbps lastsnd:4 lastrcv:816 lastack:4 pacing_rate 23.3Mbps delivery_rate 9.6Mbps delivered:652 busy:816ms unacked:614 retrans:24/24 lost:51 sacked:47 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.624981, 	 reno wscale:8,9 rto:568 rtt:366.875/0.901 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:504 ssthresh:307 bytes_sent:1815792 bytes_retrans:52128 bytes_acked:874593 segs_out:1256 segs_in:240 data_segs_out:1254 send 15.9Mbps lastrcv:840 pacing_rate 23.3Mbps delivery_rate 9.6Mbps delivered:676 busy:840ms unacked:614 retrans:36/36 lost:75 sacked:71 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.652220, 	 reno wscale:8,9 rto:568 rtt:367.023/0.525 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:468 ssthresh:307 bytes_sent:1833168 bytes_retrans:69504 bytes_acked:874593 segs_out:1268 segs_in:248 data_segs_out:1266 send 14.8Mbps lastrcv:872 pacing_rate 23.3Mbps delivery_rate 9.6Mbps delivered:700 busy:872ms unacked:614 retrans:48/48 lost:99 sacked:95 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.681527, 	 reno wscale:8,9 rto:572 rtt:368.946/2.258 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:433 ssthresh:307 bytes_sent:1851992 bytes_retrans:88328 bytes_acked:874593 segs_out:1281 segs_in:257 data_segs_out:1279 send 13.6Mbps lastsnd:4 lastrcv:908 lastack:4 pacing_rate 23.1Mbps delivery_rate 9.6Mbps delivered:727 busy:908ms unacked:614 retrans:61/61 lost:120 sacked:122 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.722656, 	 reno wscale:8,9 rto:572 rtt:370.614/0.681 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:375 ssthresh:307 bytes_sent:1880952 bytes_retrans:117288 bytes_acked:874593 segs_out:1301 segs_in:270 data_segs_out:1299 send 11.7Mbps lastrcv:952 pacing_rate 23.0Mbps delivery_rate 9.6Mbps delivered:766 busy:952ms unacked:614 retrans:81/81 lost:159 sacked:161 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.764161, 	 reno wscale:8,9 rto:572 rtt:370.521/0.334 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:316 ssthresh:307 bytes_sent:1908464 bytes_retrans:144800 bytes_acked:874593 segs_out:1320 segs_in:283 data_segs_out:1318 send 9.9Mbps lastrcv:1000 pacing_rate 23.0Mbps delivery_rate 9.6Mbps delivered:805 busy:1000ms unacked:614 retrans:100/100 lost:198 sacked:200 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.812299, 	 reno wscale:8,9 rto:576 rtt:373.438/1.289 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:277 ssthresh:307 bytes_sent:1964936 bytes_retrans:201272 bytes_acked:874593 segs_out:1359 segs_in:297 data_segs_out:1357 send 8.6Mbps lastsnd:4 lastrcv:1052 lastack:4 pacing_rate 22.9Mbps delivery_rate 9.6Mbps delivered:847 busy:1052ms unacked:614 retrans:139/139 lost:234 sacked:242 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.863935, 	 reno wscale:8,9 rto:576 rtt:373.873/0.411 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:244 ssthresh:307 bytes_sent:2012720 bytes_retrans:249056 bytes_acked:874593 segs_out:1392 segs_in:308 data_segs_out:1390 send 7.6Mbps lastsnd:4 lastrcv:1092 lastack:4 pacing_rate 22.8Mbps delivery_rate 9.6Mbps delivered:880 busy:1092ms unacked:614 retrans:172/172 lost:267 sacked:275 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.910960, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:206 ssthresh:307 bytes_sent:2080776 bytes_retrans:317112 bytes_acked:874593 segs_out:1439 segs_in:328 data_segs_out:1437 send 6.4Mbps lastrcv:1148 pacing_rate 22.8Mbps delivery_rate 9.3Mbps delivered:927 busy:1148ms unacked:614 retrans:206/219 lost:292 sacked:322 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.962692, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:206 ssthresh:307 bytes_sent:2124216 bytes_retrans:360552 bytes_acked:874593 segs_out:1469 segs_in:348 data_segs_out:1467 send 6.4Mbps lastrcv:1184 pacing_rate 22.8Mbps delivery_rate 8.4Mbps delivered:957 busy:1184ms unacked:614 retrans:206/249 lost:262 sacked:352 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141328.994383, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:206 ssthresh:307 bytes_sent:2161864 bytes_retrans:398200 bytes_acked:874593 segs_out:1495 segs_in:365 data_segs_out:1493 send 6.4Mbps lastrcv:1216 pacing_rate 22.8Mbps delivery_rate 7.5Mbps delivered:983 busy:1216ms unacked:614 retrans:206/275 lost:236 sacked:378 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141329.024847, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:206 ssthresh:307 bytes_sent:2196616 bytes_retrans:432952 bytes_acked:874593 segs_out:1519 segs_in:381 data_segs_out:1517 send 6.4Mbps lastrcv:1244 pacing_rate 22.8Mbps delivery_rate 6.8Mbps delivered:1007 busy:1244ms unacked:614 retrans:206/299 lost:212 sacked:402 rcv_space:14480 rcv_ssthresh:42242 notsent:4148520 minrtt:20.607
1651141329.056940, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:199 ssthresh:307 bytes_sent:2234264 bytes_retrans:451776 bytes_acked:874593 segs_out:1545 segs_in:396 data_segs_out:1543 send 6.1Mbps lastrcv:1276 pacing_rate 23.2Mbps delivery_rate 6.1Mbps delivered:1033 busy:1276ms unacked:627 retrans:186/312 lost:186 sacked:428 rcv_space:14480 rcv_ssthresh:42242 notsent:4129696 minrtt:20.607
1651141329.086822, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:187 ssthresh:307 bytes_sent:2269016 bytes_retrans:469152 bytes_acked:874593 segs_out:1569 segs_in:408 data_segs_out:1567 send 5.8Mbps lastrcv:1304 pacing_rate 23.7Mbps delivery_rate 5.8Mbps delivered:1057 busy:1304ms unacked:639 retrans:162/324 lost:162 sacked:452 rcv_space:14480 rcv_ssthresh:42242 notsent:4112320 minrtt:20.607
1651141329.114805, 	 reno wscale:8,9 rto:576 rtt:374.896/1.427 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:176 ssthresh:307 bytes_sent:2305216 bytes_retrans:485080 bytes_acked:874593 segs_out:1594 segs_in:421 data_segs_out:1592 send 5.4Mbps lastrcv:1336 pacing_rate 24.1Mbps delivery_rate 5.4Mbps delivered:1082 busy:1336ms unacked:653 retrans:137/335 lost:137 sacked:477 rcv_space:14480 rcv_ssthresh:42242 notsent:4092048 minrtt:20.607
1651141329.145280, 	 reno wscale:8,9 rto:540 rtt:337.077/10.636 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:281 ssthresh:307 bytes_sent:2490560 bytes_retrans:485080 bytes_acked:1172881 segs_out:1722 segs_in:437 data_segs_out:1720 send 9.7Mbps lastrcv:1364 pacing_rate 23.6Mbps delivery_rate 5.7Mbps delivered:1105 busy:1364ms unacked:575 retrans:114/335 lost:114 sacked:294 rcv_space:14480 rcv_ssthresh:42242 notsent:3906704 minrtt:20.607
1651141329.180056, 	 reno wscale:8,9 rto:540 rtt:337.077/10.636 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:281 ssthresh:307 bytes_sent:2529656 bytes_retrans:485080 bytes_acked:1172881 segs_out:1749 segs_in:455 data_segs_out:1747 send 9.7Mbps lastrcv:1396 pacing_rate 24.7Mbps delivery_rate 6.3Mbps delivered:1132 busy:1396ms unacked:602 retrans:87/335 lost:87 sacked:321 rcv_space:14480 rcv_ssthresh:42242 notsent:4063088 minrtt:20.607
1651141329.208302, 	 reno wscale:8,9 rto:540 rtt:337.077/10.636 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:281 ssthresh:307 bytes_sent:2565856 bytes_retrans:485080 bytes_acked:1172881 segs_out:1774 segs_in:472 data_segs_out:1772 send 9.7Mbps lastrcv:1428 pacing_rate 25.8Mbps delivery_rate 6.9Mbps delivered:1157 busy:1428ms unacked:627 retrans:62/335 lost:62 sacked:346 rcv_space:14480 rcv_ssthresh:42242 notsent:4026888 minrtt:20.607
1651141329.236843, 	 reno wscale:8,9 rto:540 rtt:337.077/10.636 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:281 ssthresh:307 bytes_sent:2599160 bytes_retrans:485080 bytes_acked:1172881 segs_out:1797 segs_in:487 data_segs_out:1795 send 9.7Mbps lastsnd:4 lastrcv:1456 lastack:4 pacing_rate 26.7Mbps delivery_rate 7.6Mbps delivered:1180 busy:1456ms unacked:650 retrans:39/335 lost:39 sacked:369 rcv_space:14480 rcv_ssthresh:42242 notsent:3993584 minrtt:20.607
1651141329.263592, 	 reno wscale:8,9 rto:416 rtt:215.95/27.754 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:278 ssthresh:307 bytes_sent:2652736 bytes_retrans:508248 bytes_acked:1294513 segs_out:1834 segs_in:508 data_segs_out:1832 send 14.9Mbps lastrcv:1484 pacing_rate 37.7Mbps delivery_rate 7.9Mbps delivered:1204 busy:1484ms unacked:587 retrans:33/351 lost:33 sacked:309 rcv_space:14480 rcv_ssthresh:42242 notsent:4028336 minrtt:20.607
1651141329.293499, 	 reno wscale:8,9 rto:392 rtt:190.79/23.823 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:263 ssthresh:307 bytes_sent:2687488 bytes_retrans:532864 bytes_acked:1311889 segs_out:1858 segs_in:529 data_segs_out:1856 send 16.0Mbps lastrcv:1512 pacing_rate 42.3Mbps delivery_rate 7.7Mbps delivered:1226 busy:1512ms unacked:582 retrans:33/368 lost:33 sacked:319 rcv_space:14480 rcv_ssthresh:42242 notsent:4018200 minrtt:20.607
1651141329.321145, 	 reno wscale:8,9 rto:380 rtt:176.877/2.376 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:160 ssthresh:307 bytes_sent:2728032 bytes_retrans:557480 bytes_acked:1311889 segs_out:1886 segs_in:547 data_segs_out:1884 send 10.5Mbps lastrcv:1544 pacing_rate 46.6Mbps delivery_rate 7.9Mbps delivered:1254 busy:1544ms unacked:593 retrans:50/385 lost:136 sacked:347 rcv_space:14480 rcv_ssthresh:42242 notsent:4002272 minrtt:20.607
1651141329.354066, 	 reno wscale:8,9 rto:376 rtt:175.586/0.485 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:160 ssthresh:307 bytes_sent:2761336 bytes_retrans:590784 bytes_acked:1311889 segs_out:1909 segs_in:562 data_segs_out:1907 send 10.6Mbps lastrcv:1572 pacing_rate 46.9Mbps delivery_rate 7.9Mbps delivered:1277 busy:1572ms unacked:593 retrans:73/408 lost:136 sacked:370 rcv_space:14480 rcv_ssthresh:42242 notsent:4197752 minrtt:20.607
1651141329.380643, 	 reno wscale:8,9 rto:376 rtt:174.248/0.651 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:158 ssthresh:307 bytes_sent:2794640 bytes_retrans:624088 bytes_acked:1311889 segs_out:1932 segs_in:578 data_segs_out:1930 send 10.5Mbps lastrcv:1600 pacing_rate 47.3Mbps delivery_rate 7.8Mbps delivered:1300 busy:1600ms unacked:593 retrans:96/431 lost:138 sacked:393 rcv_space:14480 rcv_ssthresh:42242 notsent:4197752 minrtt:20.607
1651141329.412364, 	 reno wscale:8,9 rto:376 rtt:173.601/0.331 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:158 ssthresh:307 bytes_sent:2832288 bytes_retrans:661736 bytes_acked:1311889 segs_out:1958 segs_in:595 data_segs_out:1956 send 10.5Mbps lastrcv:1632 pacing_rate 47.5Mbps delivery_rate 7.8Mbps delivered:1326 busy:1632ms unacked:593 retrans:122/457 lost:138 sacked:419 rcv_space:14480 rcv_ssthresh:42242 notsent:4197752 minrtt:20.607
1651141329.440003, 	 reno wscale:8,9 rto:376 rtt:175.185/2.423 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:154 ssthresh:307 bytes_sent:2862696 bytes_retrans:689248 bytes_acked:1311889 segs_out:1979 segs_in:615 data_segs_out:1977 send 10.2Mbps lastrcv:1656 pacing_rate 47.2Mbps delivery_rate 8.6Mbps delivered:1347 busy:1656ms unacked:595 retrans:129/476 lost:130 sacked:440 rcv_space:14480 rcv_ssthresh:42242 notsent:4194856 minrtt:20.607
1651141329.469482, 	 reno wscale:8,9 rto:376 rtt:175.214/2.973 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:143 ssthresh:307 bytes_sent:2898896 bytes_retrans:706624 bytes_acked:1398769 segs_out:2004 segs_in:638 data_segs_out:2002 send 9.5Mbps lastrcv:1688 pacing_rate 72.3Mbps delivery_rate 9.6Mbps delivered:1372 busy:1688ms unacked:548 retrans:120/488 lost:120 sacked:405 rcv_space:14480 rcv_ssthresh:42242 notsent:4176032 minrtt:20.607
1651141329.498375, 	 reno wscale:8,9 rto:376 rtt:173.24/3.087 mss:1448 pmtu:1500 rcvmss:536 advmss:1448 cwnd:139 ssthresh:307 bytes_sent:2936544 bytes_retrans:712416 bytes_acked:1398769 segs_out:2030 segs_in:657 data_segs_out:2028 send 9.3Mbps lastsnd:4 lastrcv:1720 lastack:4 pacing_rate 76.0Mbps delivery_rate 9.1Mbps delivered:1398 busy:1720ms unacked:570 retrans:102/492 lost:102 sacked:431 rcv_space:14480 rcv_ssthresh:42242 notsent:4144176 minrtt:20.607
