------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 176129
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35030 connected with 10.0.2.22 port 5001 (ct=41.04 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 42.1200-42.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       55K/44862 us  32.28
[  3] 42.3000-42.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       60K/49599 us  21.90
[  3] 42.4800-42.6600 sec   127 KBytes  5.79 Mbits/sec  1/0          0       66K/54639 us  13.25
[  3] 42.6600-42.8400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       69K/57218 us  25.31
[  3] 42.8400-43.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       73K/61441 us  17.68
[  3] 43.0200-43.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          4       39K/38335 us  37.77
[  3] 43.2000-43.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       46K/37651 us  38.46
[  3] 43.3800-43.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       53K/43809 us  24.79
[  3] 43.5600-43.7400 sec   127 KBytes  5.79 Mbits/sec  1/0          0       59K/48317 us  14.98
[  3] 43.7400-43.9200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       62K/50182 us  28.85
[  3] 43.9200-44.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       66K/54594 us  19.89
[  3] 44.1000-44.2800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       72K/59272 us  24.43
[  3] 44.2800-44.4600 sec   255 KBytes  11.6 Mbits/sec  3/0          2       38K/31050 us  46.63
[  3] 44.4600-44.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       45K/36694 us  29.60
[  3] 44.6400-44.8200 sec   127 KBytes  5.79 Mbits/sec  1/0          0       52K/42339 us  17.10
[  3] 44.8200-45.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       56K/45492 us  23.87
[  3] 45.0000-45.1800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       60K/49712 us  29.13
[  3] 45.1800-45.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       66K/54531 us  19.92
[  3] 45.3600-45.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       70K/59033 us  24.53
[  3] 45.5400-45.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       55K/60979 us  17.81
[  3] 45.7200-45.9000 sec   127 KBytes  5.79 Mbits/sec  1/0          2       42K/33858 us  21.38
[  3] 45.9000-46.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       45K/37063 us  39.07
[  3] 46.0800-46.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       52K/42377 us  34.17
[  3] 46.2600-46.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       57K/47570 us  22.83
[  3] 46.4400-46.6200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       63K/52195 us  27.74
[  3] 46.6200-46.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       67K/56903 us  19.09
[  3] 46.8000-46.9800 sec   127 KBytes  5.79 Mbits/sec  1/0          2       52K/58915 us  12.29
[  3] 46.9800-47.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       38K/31378 us  46.15
[  3] 47.1600-47.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       45K/36901 us  29.43
[  3] 47.3400-47.5200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       52K/42110 us  34.39
[  3] 47.5200-47.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       57K/47516 us  22.86
[  3] 47.7000-47.8800 sec   255 KBytes  11.6 Mbits/sec  2/0          1       59K/51867 us  27.92
[  3] 47.8800-48.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       66K/55036 us  19.73
[  3] 48.0600-48.2400 sec   127 KBytes  5.79 Mbits/sec  1/0          0       70K/59002 us  12.27
[  3] 48.2400-48.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       73K/60419 us  23.97
[  3] 48.4200-48.6000 sec   255 KBytes  11.6 Mbits/sec  3/0          2       39K/32558 us  44.47
[  3] 48.6000-48.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       46K/37899 us  28.66
[  3] 48.7800-48.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       53K/43069 us  33.62
[  3] 48.9600-49.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       59K/47882 us  22.68
[  3] 49.1400-49.3200 sec   127 KBytes  5.79 Mbits/sec  1/0          0       63K/52675 us  13.74
[  3] 49.3200-49.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       66K/53862 us  26.88
[  3] 49.5000-49.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       70K/58569 us  18.54
[  3] 49.6800-49.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       55K/60511 us  17.95
[  3] 49.8600-50.0400 sec   255 KBytes  11.6 Mbits/sec  3/0          0       39K/32189 us  44.98
[  3] 50.0400-50.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       49K/40820 us  35.47
[  3] 50.2200-50.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       55K/44975 us  24.15
[  3] 50.4000-50.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       60K/49582 us  29.20
[  3] 50.5800-50.7600 sec   127 KBytes  5.79 Mbits/sec  1/0          0       66K/54027 us  13.40
[  3] 50.7600-50.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       67K/57060 us  19.03
[  3] 50.9400-51.1200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       73K/61117 us  23.69
[  3] 51.1200-51.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       38K/61217 us  17.74
[  3] 51.3000-51.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       46K/36424 us  39.75
[  3] 51.4800-51.6600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       52K/41753 us  34.68
[  3] 51.6600-51.8400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       57K/47258 us  7.66
[  3] 51.8400-52.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       60K/49697 us  29.14
[  3] 52.0200-52.2000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       66K/54519 us  19.92
[  3] 52.2000-52.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       70K/58203 us  24.88
[  3] 52.3800-52.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       63K/60636 us  17.91
[  3] 52.5600-52.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       42K/34679 us  41.75
[  3] 52.7400-52.9200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       49K/39757 us  36.42
[  3] 52.9200-53.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       55K/45234 us  24.01
[  3] 53.1000-53.2800 sec   127 KBytes  5.79 Mbits/sec  1/0          0       60K/50261 us  14.40
[  3] 53.2800-53.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       63K/52165 us  20.82
[  3] 53.4600-53.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       67K/56262 us  25.74
[  3] 53.6400-53.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       72K/59656 us  18.20
[  3] 53.8200-54.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       50K/62765 us  17.30
[  3] 54.0000-54.1800 sec   318 KBytes  14.5 Mbits/sec  3/0          0       39K/34112 us  53.06
[  3] 54.1800-54.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       50K/41551 us  26.14
[  3] 54.3600-54.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       56K/45782 us  31.63
[  3] 54.5400-54.7200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       62K/51094 us  7.08
[  3] 54.7200-54.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       65K/53536 us  27.05
[  3] 54.9000-55.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       69K/56988 us  19.06
[  3] 55.0800-55.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       73K/61759 us  23.45
[  3] 55.2600-55.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          4       38K/41176 us  26.37
[  3] 55.4400-55.6200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       46K/37157 us  38.97
[  3] 55.6200-55.8000 sec   127 KBytes  5.79 Mbits/sec  1/0          0       52K/43393 us  16.68
[  3] 55.8000-55.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       55K/44779 us  24.25
[  3] 55.9800-56.1600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       60K/50041 us  28.94
[  3] 56.1600-56.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       66K/54392 us  26.62
[  3] 56.3400-56.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       70K/58651 us  18.52
[  3] 56.5200-56.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       74K/61967 us  23.37
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/1          2       41K/33400 us  32.51
[  3] 56.8800-57.0600 sec   127 KBytes  5.79 Mbits/sec  1/0          0       49K/39304 us  18.42
[  3] 57.0600-57.2400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       52K/41304 us  35.06
[  3] 57.2400-57.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       57K/47122 us  23.05
[  3] 57.4200-57.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       63K/52188 us  27.75
[  3] 57.6000-57.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       67K/56441 us  19.24
[  3] 57.7800-57.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       72K/59518 us  24.33
[  3] 57.9600-58.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       49K/62498 us  17.38
[  3] 58.1400-58.3200 sec   127 KBytes  5.79 Mbits/sec  1/0          1       25K/21856 us  33.13
[  3] 58.3200-58.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24346 us  44.61
[  3] 58.5000-58.6800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       39K/31303 us  46.26
[  3] 58.6800-58.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       48K/39324 us  36.82
[  3] 58.8600-59.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       53K/44746 us  24.27
[  3] 59.0400-59.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       59K/49018 us  29.54
[  3] 59.2200-59.4000 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       65K/53480 us  6.77
[  3] 59.4000-59.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       67K/55460 us  26.11
[  3] 59.5800-59.7600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       72K/59299 us  24.42
[  3] 59.7600-59.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       59K/62750 us  17.31
