------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 223222
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35064 connected with 10.0.2.22 port 5001 (ct=41.56 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 6.6600-6.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23254 us  46.70
[  3] 6.8400-7.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       19K/21164 us  51.31
[  3] 7.0200-7.2000 sec   127 KBytes  5.76 Mbits/sec  2/0          0       31K/24786 us  29.04
[  3] 7.2000-7.3800 sec   255 KBytes  11.6 Mbits/sec  2/0          1       24K/21410 us  67.83
[  3] 7.3800-7.5600 sec   254 KBytes  11.6 Mbits/sec  3/0          0       33K/25810 us  55.94
[  3] 7.5600-7.7400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       29K/22197 us  16.31
[  3] 7.7400-7.9200 sec   255 KBytes  11.6 Mbits/sec  3/0          0       32K/24840 us  58.29
[  3] 7.9200-8.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       31K/23745 us  45.74
[  3] 8.1000-8.2800 sec   255 KBytes  11.6 Mbits/sec  2/0          1       22K/21587 us  67.27
[  3] 8.2800-8.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25613 us  42.40
[  3] 8.4600-8.6400 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/22443 us  32.07
[  3] 8.6400-8.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25654 us  42.33
[  3] 8.8200-9.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21399 us  50.75
[  3] 9.0000-9.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       33K/26334 us  41.24
[  3] 9.1800-9.3600 sec   192 KBytes  8.72 Mbits/sec  2/0          2       25K/21534 us  50.63
[  3] 9.3600-9.5400 sec   127 KBytes  5.76 Mbits/sec  2/0          2       15K/24743 us  29.09
[  3] 9.5400-9.7200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       26K/23149 us  62.73
[  3] 9.7200-9.9000 sec   127 KBytes  5.76 Mbits/sec  2/0          1       18K/25386 us  28.36
[  3] 9.9000-10.0800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       29K/22216 us  65.37
[  3] 10.0800-10.2600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       19K/22675 us  31.75
[  3] 10.2600-10.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/22611 us  48.03
[  3] 10.4400-10.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          4       19K/21958 us  49.46
[  3] 10.6200-10.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/23810 us  45.61
[  3] 10.8000-10.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       19K/22357 us  48.58
[  3] 10.9800-11.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24949 us  43.53
[  3] 11.1600-11.3400 sec   128 KBytes  5.83 Mbits/sec  1/0          2       22K/21608 us  33.70
[  3] 11.3400-11.5200 sec   254 KBytes  11.6 Mbits/sec  3/0          0       29K/22876 us  63.12
[  3] 11.5200-11.7000 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       25K/22129 us  16.36
[  3] 11.7000-11.8800 sec   319 KBytes  14.5 Mbits/sec  3/0          0       29K/22937 us  79.09
[  3] 11.8800-12.0600 sec   127 KBytes  5.76 Mbits/sec  2/0          4       25K/21877 us  32.90
[  3] 12.0600-12.2400 sec   127 KBytes  5.79 Mbits/sec  1/0          1       28K/26646 us  27.17
[  3] 12.2400-12.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          1       21K/23565 us  46.09
[  3] 12.4200-12.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24974 us  43.49
[  3] 12.6000-12.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/22103 us  49.13
[  3] 12.7800-12.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       25K/25760 us  42.16
[  3] 12.9600-13.1400 sec   192 KBytes  8.72 Mbits/sec  2/0          0       25K/21661 us  50.33
[  3] 13.1400-13.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/26913 us  40.35
[  3] 13.3200-13.5000 sec   127 KBytes  5.76 Mbits/sec  2/0          0       25K/21765 us  33.07
[  3] 13.5000-13.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/24340 us  44.62
[  3] 13.6800-13.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21126 us  51.41
[  3] 13.8600-14.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       16K/26272 us  41.34
[  3] 14.0400-14.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/22384 us  48.52
[  3] 14.2200-14.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       18K/22350 us  48.59
[  3] 14.4000-14.5800 sec   255 KBytes  11.6 Mbits/sec  3/0          0       29K/22875 us  63.30
[  3] 14.5800-14.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/22213 us  48.89
[  3] 14.7600-14.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       33K/26584 us  40.85
[  3] 14.9400-15.1200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       25K/22571 us  16.04
[  3] 15.1200-15.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24296 us  44.70
[  3] 15.3000-15.4800 sec   255 KBytes  11.6 Mbits/sec  2/0          2       22K/22121 us  65.65
[  3] 15.4800-15.6600 sec   254 KBytes  11.6 Mbits/sec  3/0          0       32K/25821 us  55.92
[  3] 15.6600-15.8400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       29K/22809 us  15.87
[  3] 15.8400-16.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          1       26K/26744 us  54.30
[  3] 16.0200-16.2000 sec   127 KBytes  5.76 Mbits/sec  2/0          0       25K/21860 us  32.93
[  3] 16.2000-16.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       15K/24818 us  43.76
[  3] 16.3800-16.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21771 us  49.88
[  3] 16.5600-16.7400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       16K/26033 us  41.72
[  3] 16.7400-16.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21556 us  50.38
[  3] 16.9200-17.1000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       18K/22765 us  47.70
[  3] 17.1000-17.2800 sec   255 KBytes  11.6 Mbits/sec  3/0          0       29K/22644 us  63.95
[  3] 17.2800-17.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21643 us  50.18
[  3] 17.4600-17.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       26K/25901 us  41.93
[  3] 17.6400-17.8200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          1       25K/21544 us  16.80
[  3] 17.8200-18.0000 sec   319 KBytes  14.5 Mbits/sec  3/0          0       29K/23899 us  75.91
[  3] 18.0000-18.1800 sec   127 KBytes  5.76 Mbits/sec  2/0          3       24K/21476 us  33.52
[  3] 18.1800-18.3600 sec   127 KBytes  5.79 Mbits/sec  1/0          2       15K/24764 us  29.24
[  3] 18.3600-18.5400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       21K/21773 us  49.88
[  3] 18.5400-18.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24640 us  44.07
[  3] 18.7200-18.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21348 us  50.87
[  3] 18.9000-19.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       24K/25988 us  41.79
[  3] 19.0800-19.2600 sec   255 KBytes  11.6 Mbits/sec  3/0          0       25K/21019 us  68.89
[  3] 19.2600-19.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/23489 us  46.23
[  3] 19.4400-19.6200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       31K/24148 us  14.99
[  3] 19.6200-19.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/24814 us  43.77
[  3] 19.8000-19.9800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/22178 us  48.97
[  3] 19.9800-20.1600 sec   255 KBytes  11.6 Mbits/sec  3/0          2       16K/23805 us  60.83
[  3] 20.1600-20.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24608 us  44.13
[  3] 20.3400-20.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21754 us  49.92
[  3] 20.5200-20.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       24K/25853 us  42.01
[  3] 20.7000-20.8800 sec   192 KBytes  8.72 Mbits/sec  2/0          0       25K/21529 us  50.64
[  3] 20.8800-21.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       28K/26079 us  41.64
[  3] 21.0600-21.2400 sec   127 KBytes  5.76 Mbits/sec  2/0          0       25K/22150 us  32.50
[  3] 21.2400-21.4200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       15K/24369 us  44.56
[  3] 21.4200-21.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21633 us  50.20
[  3] 21.6000-21.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/24391 us  44.52
[  3] 21.7800-21.9600 sec   192 KBytes  8.72 Mbits/sec  2/0          0       28K/22935 us  47.53
[  3] 21.9600-22.1400 sec   127 KBytes  5.76 Mbits/sec  2/0          1       16K/26134 us  27.54
[  3] 22.1400-22.3200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       29K/23405 us  62.05
[  3] 22.3200-22.5000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       19K/22500 us  31.99
[  3] 22.5000-22.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/22763 us  47.71
[  3] 22.6800-22.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/22667 us  47.91
[  3] 22.8600-23.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24588 us  44.17
[  3] 23.0400-23.2200 sec   192 KBytes  8.72 Mbits/sec  2/0          2       22K/21629 us  50.40
[  3] 23.2200-23.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24625 us  44.10
[  3] 23.4000-23.5800 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/21305 us  33.79
[  3] 23.5800-23.7600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24545 us  44.25
[  3] 23.7600-23.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21564 us  50.36
[  3] 23.9400-24.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       21K/25803 us  42.09
[  3] 24.1200-24.3000 sec   255 KBytes  11.6 Mbits/sec  3/0          0       25K/21634 us  66.93
[  3] 24.3000-24.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/22184 us  48.95
[  3] 24.4800-24.6600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24216 us  44.85
[  3] 24.6600-24.8400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       21K/21738 us  16.65
[  3] 24.8400-25.0200 sec   319 KBytes  14.5 Mbits/sec  3/0          0       26K/21510 us  84.34
[  3] 25.0200-25.2000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       22K/21169 us  51.30
[  3] 25.2000-25.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25668 us  42.31
[  3] 25.3800-25.5600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       25K/21486 us  33.50
[  3] 25.5600-25.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          2       28K/26338 us  55.14
[  3] 25.7400-25.9200 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/21754 us  33.09
[  3] 25.9200-26.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          2       22K/26739 us  54.31
[  3] 26.1000-26.2800 sec  62.9 KBytes  2.86 Mbits/sec  1/0          1       25K/21577 us  16.58
[  3] 26.2800-26.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/23782 us  45.66
[  3] 26.4600-26.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       22K/22059 us  49.23
[  3] 26.6400-26.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25047 us  43.36
[  3] 26.8200-27.0000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21918 us  49.55
[  3] 27.0000-27.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       33K/26260 us  41.36
[  3] 27.1800-27.3600 sec   192 KBytes  8.72 Mbits/sec  2/0          2       25K/22504 us  48.44
[  3] 27.3600-27.5400 sec   254 KBytes  11.6 Mbits/sec  3/0          1       28K/26255 us  54.99
[  3] 27.5400-27.7200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       31K/25272 us  14.32
[  3] 27.7200-27.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       15K/24733 us  43.91
[  3] 27.9000-28.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21525 us  50.45
[  3] 28.0800-28.2600 sec   255 KBytes  11.6 Mbits/sec  3/0          2       16K/23845 us  60.73
[  3] 28.2600-28.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24181 us  44.91
[  3] 28.4400-28.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       24K/21682 us  50.09
[  3] 28.6200-28.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25817 us  42.07
[  3] 28.8000-28.9800 sec   192 KBytes  8.72 Mbits/sec  2/0          2       25K/22046 us  49.45
[  3] 28.9800-29.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       28K/26350 us  41.21
[  3] 29.1600-29.3400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       25K/21948 us  49.48
[  3] 29.3400-29.5200 sec   127 KBytes  5.76 Mbits/sec  2/0          2       15K/25162 us  28.61
[  3] 29.5200-29.7000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/21866 us  49.67
[  3] 29.7000-29.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/24263 us  44.76
[  3] 29.8800-30.0600 sec   192 KBytes  8.72 Mbits/sec  2/0          0       28K/22408 us  48.65
[  3] 30.0600-30.2400 sec   127 KBytes  5.76 Mbits/sec  2/0          1       16K/26457 us  27.21
[  3] 30.2400-30.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       29K/23515 us  61.76
[  3] 30.4200-30.6000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       19K/21793 us  33.03
[  3] 30.6000-30.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/22363 us  48.56
[  3] 30.7800-30.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/23554 us  46.11
[  3] 30.9600-31.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24682 us  44.00
[  3] 31.1400-31.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       21K/22423 us  48.43
[  3] 31.3200-31.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/25062 us  43.33
[  3] 31.5000-31.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/21552 us  50.39
[  3] 31.6800-31.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       21K/26069 us  41.66
[  3] 31.8600-32.0400 sec   192 KBytes  8.72 Mbits/sec  2/0          0       25K/21462 us  50.80
[  3] 32.0400-32.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          1       29K/26414 us  41.11
[  3] 32.2200-32.4000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/21870 us  32.91
[  3] 32.4000-32.5800 sec   255 KBytes  11.6 Mbits/sec  2/0          1       28K/26589 us  54.62
[  3] 32.5800-32.7600 sec   127 KBytes  5.76 Mbits/sec  2/0          1       25K/21697 us  33.18
[  3] 32.7600-32.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          4       16K/22997 us  47.22
[  3] 32.9400-33.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       28K/21869 us  49.66
[  3] 33.1200-33.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       18K/22830 us  47.57
[  3] 33.3000-33.4800 sec   255 KBytes  11.6 Mbits/sec  3/0          0       29K/23384 us  61.92
[  3] 33.4800-33.6600 sec  63.6 KBytes  2.90 Mbits/sec  1/0          1       24K/21269 us  17.02
[  3] 33.6600-33.8400 sec   318 KBytes  14.5 Mbits/sec  3/0          0       29K/22514 us  80.39
[  3] 33.8400-34.0200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       25K/21518 us  16.82
[  3] 34.0200-34.2000 sec   255 KBytes  11.6 Mbits/sec  3/0          0       29K/22722 us  63.73
[  3] 34.2000-34.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       28K/22308 us  48.68
[  3] 34.3800-34.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          2       19K/22284 us  48.73
[  3] 34.5600-34.7400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24149 us  44.97
[  3] 34.7400-34.9200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          2       22K/21709 us  16.68
[  3] 34.9200-35.1000 sec   319 KBytes  14.5 Mbits/sec  3/0          0       25K/21842 us  83.06
[  3] 35.1000-35.2800 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/21179 us  33.99
[  3] 35.2800-35.4600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24804 us  43.78
[  3] 35.4600-35.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          4       24K/21404 us  50.74
[  3] 35.6400-35.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       21K/25746 us  42.18
[  3] 35.8200-36.0000 sec   192 KBytes  8.72 Mbits/sec  2/0          0       25K/21504 us  50.70
[  3] 36.0000-36.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       29K/26547 us  40.91
[  3] 36.1800-36.3600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/21653 us  33.24
[  3] 36.3600-36.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          1       28K/26443 us  54.92
[  3] 36.5400-36.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          1       26K/22253 us  48.80
[  3] 36.7200-36.9000 sec   191 KBytes  8.69 Mbits/sec  2/0          2       18K/23796 us  45.64
[  3] 36.9000-37.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23206 us  46.80
[  3] 37.0800-37.2600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       18K/22480 us  32.02
[  3] 37.2600-37.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23837 us  45.56
[  3] 37.4400-37.6200 sec   255 KBytes  11.6 Mbits/sec  2/0          1       24K/22618 us  64.20
[  3] 37.6200-37.8000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/26123 us  41.57
[  3] 37.8000-37.9800 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/23375 us  30.79
[  3] 37.9800-38.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25453 us  42.67
[  3] 38.1600-38.3400 sec   192 KBytes  8.72 Mbits/sec  2/0          1       24K/21425 us  50.88
[  3] 38.3400-38.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25855 us  42.00
[  3] 38.5200-38.7000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/22037 us  32.66
[  3] 38.7000-38.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/24577 us  44.19
[  3] 38.8800-39.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          1       24K/22375 us  48.54
[  3] 39.0600-39.2400 sec   191 KBytes  8.69 Mbits/sec  2/0          2       15K/23940 us  45.36
[  3] 39.2400-39.4200 sec   192 KBytes  8.72 Mbits/sec  2/0          0       28K/22540 us  48.37
[  3] 39.4200-39.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          1       18K/23799 us  45.63
[  3] 39.6000-39.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23604 us  46.01
[  3] 39.7800-39.9600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       19K/21696 us  33.18
[  3] 39.9600-40.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       29K/23368 us  46.47
[  3] 40.1400-40.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          3       18K/22686 us  47.87
[  3] 40.3200-40.5000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24181 us  44.91
[  3] 40.5000-40.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          2       22K/21314 us  50.95
[  3] 40.6800-40.8600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25786 us  42.12
[  3] 40.8600-41.0400 sec   192 KBytes  8.72 Mbits/sec  2/0          1       24K/22811 us  47.79
[  3] 41.0400-41.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25778 us  42.13
[  3] 41.2200-41.4000 sec   127 KBytes  5.76 Mbits/sec  2/0          2       24K/22769 us  31.61
[  3] 41.4000-41.5800 sec   255 KBytes  11.6 Mbits/sec  3/0          0       32K/25060 us  57.78
[  3] 41.5800-41.7600 sec   127 KBytes  5.79 Mbits/sec  1/0          1       29K/23270 us  31.11
[  3] 41.7600-41.9400 sec   255 KBytes  11.6 Mbits/sec  3/0          0       32K/26049 us  55.59
[  3] 41.9400-42.1200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       29K/23242 us  46.73
[  3] 42.1200-42.3000 sec   191 KBytes  8.69 Mbits/sec  2/0          3       18K/22949 us  47.32
[  3] 42.3000-42.4800 sec   192 KBytes  8.72 Mbits/sec  2/0          0       31K/24645 us  44.24
[  3] 42.4800-42.6600 sec   127 KBytes  5.76 Mbits/sec  2/0          4       16K/23393 us  30.77
[  3] 42.6600-42.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       26K/22564 us  48.13
[  3] 42.8400-43.0200 sec   191 KBytes  8.69 Mbits/sec  2/0          2       16K/24261 us  44.76
[  3] 43.0200-43.2000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       28K/22442 us  48.39
[  3] 43.2000-43.3800 sec   191 KBytes  8.69 Mbits/sec  2/0          1       19K/22782 us  47.67
[  3] 43.3800-43.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       31K/24287 us  44.72
[  3] 43.5600-43.7400 sec   192 KBytes  8.72 Mbits/sec  2/0          2       22K/22146 us  49.23
[  3] 43.7400-43.9200 sec   127 KBytes  5.76 Mbits/sec  2/0          0       32K/24445 us  29.45
[  3] 43.9200-44.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          3       22K/21496 us  67.56
[  3] 44.1000-44.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       32K/25623 us  42.38
[  3] 44.2800-44.4600 sec   127 KBytes  5.76 Mbits/sec  2/0          2       22K/22334 us  32.23
