1651141605.188742, 0
1651141605.215016, 2
1651141605.238180, 2
1651141605.263739, 3
1651141605.288820, 1
1651141605.314536, 0
1651141605.340691, 3
1651141605.373788, 4
1651141605.405488, 2
1651141605.430666, 3
1651141605.456800, 1
1651141605.482106, 3
1651141605.511251, 4
1651141605.535634, 3
1651141605.558696, 4
1651141605.586170, 4
1651141605.612353, 4
1651141605.631034, 5
1651141605.655630, 4
1651141605.678072, 2
1651141605.704422, 1
1651141605.730887, 2
1651141605.757094, 3
1651141605.784021, 2
1651141605.814034, 1
1651141605.835935, 2
1651141605.858300, 2
1651141605.885664, 3
1651141605.914969, 3
1651141605.951194, 4
1651141605.979570, 2
1651141606.013732, 3
1651141606.037131, 2
1651141606.060276, 1
1651141606.090083, 3
1651141606.119251, 2
1651141606.142386, 2
1651141606.166579, 2
1651141606.190942, 4
1651141606.216888, 5
1651141606.246208, 4
1651141606.267142, 5
1651141606.290649, 4
1651141606.316092, 1
1651141606.338147, 3
1651141606.365136, 3
1651141606.388392, 1
1651141606.418090, 2
1651141606.442461, 3
1651141606.466774, 4
1651141606.489963, 5
1651141606.522905, 3
1651141606.550196, 5
1651141606.576433, 5
1651141606.600907, 5
1651141606.624427, 5
1651141606.651695, 3
1651141606.678709, 3
1651141606.704574, 3
1651141606.727576, 3
1651141606.749124, 2
1651141606.776321, 5
1651141606.806123, 3
1651141606.831827, 3
1651141606.857610, 5
1651141606.897423, 3
1651141606.915550, 4
1651141606.934362, 3
1651141606.958681, 3
1651141606.982751, 2
1651141607.006736, 3
1651141607.037419, 4
1651141607.061044, 2
1651141607.089900, 3
1651141607.140968, 5
1651141607.192683, 4
1651141607.233482, 5
1651141607.272622, 2
1651141607.315952, 2
1651141607.356391, 3
1651141607.416302, 3
1651141607.483146, 4
1651141607.510983, 4
1651141607.534544, 5
1651141607.573404, 4
1651141607.603146, 2
1651141607.627766, 2
1651141607.653595, 2
1651141607.677223, 2
1651141607.701892, 2
1651141607.725205, 1
1651141607.747598, 3
1651141607.771210, 3
1651141607.795237, 4
1651141607.818462, 5
1651141607.840525, 5
1651141607.861918, 5
1651141607.886458, 4
1651141607.920171, 4
1651141607.949262, 2
1651141607.973193, 3
1651141607.995085, 2
1651141608.020813, 3
1651141608.054159, 2
1651141608.081665, 2
1651141608.112455, 4
1651141608.140110, 4
1651141608.164065, 4
1651141608.189094, 5
1651141608.214895, 5
1651141608.237520, 3
1651141608.272206, 1
1651141608.301042, 3
1651141608.333288, 1
1651141608.362150, 3
1651141608.385850, 2
1651141608.406845, 3
1651141608.432871, 3
1651141608.455805, 3
1651141608.482508, 4
1651141608.510622, 5
1651141608.540150, 4
1651141608.563545, 2
1651141608.588084, 2
1651141608.615211, 2
1651141608.639686, 2
1651141608.662233, 3
1651141608.689763, 1
1651141608.712601, 3
1651141608.735629, 3
1651141608.758967, 3
1651141608.783550, 4
1651141608.809251, 4
1651141608.832952, 4
1651141608.859870, 3
1651141608.883453, 1
1651141608.910384, 2
1651141608.949758, 3
1651141608.978724, 2
1651141609.002626, 3
1651141609.026738, 3
1651141609.053608, 3
1651141609.080616, 3
1651141609.103348, 4
1651141609.128298, 5
1651141609.152505, 4
1651141609.181488, 5
1651141609.210939, 3
1651141609.239913, 1
1651141609.265435, 2
1651141609.289163, 2
1651141609.313769, 2
1651141609.337976, 3
1651141609.365751, 2
1651141609.390096, 3
1651141609.413214, 3
1651141609.436959, 3
1651141609.462620, 5
1651141609.489939, 4
1651141609.514872, 4
1651141609.539576, 2
1651141609.570198, 3
1651141609.600616, 3
1651141609.625514, 3
1651141609.649106, 2
1651141609.677088, 2
1651141609.706605, 2
1651141609.736608, 3
1651141609.773959, 3
1651141609.800589, 5
1651141609.831371, 5
1651141609.862846, 4
1651141609.894999, 2
1651141609.930591, 3
1651141609.961543, 2
1651141609.989846, 4
1651141610.019876, 4
1651141610.050649, 3
1651141610.079247, 5
1651141610.104631, 5
1651141610.129769, 4
1651141610.154791, 5
1651141610.180749, 3
1651141610.218768, 2
1651141610.251473, 3
1651141610.272514, 3
1651141610.297183, 2
1651141610.322433, 2
1651141610.346631, 3
1651141610.373667, 4
1651141610.398106, 4
1651141610.422261, 4
1651141610.447455, 4
1651141610.471365, 4
1651141610.496625, 2
1651141610.522684, 3
1651141610.544127, 2
1651141610.572752, 1
1651141610.597223, 1
1651141610.617474, 2
1651141610.642896, 4
1651141610.671819, 3
1651141610.695842, 3
1651141610.719302, 4
1651141610.748189, 4
1651141610.776620, 4
1651141610.799601, 3
1651141610.823798, 2
1651141610.851646, 2
1651141610.878127, 4
1651141610.906931, 1
1651141610.940670, 3
1651141610.970520, 3
1651141611.011556, 4
1651141611.052144, 4
1651141611.076126, 5
1651141611.107778, 5
1651141611.131146, 5
1651141611.154050, 3
1651141611.178675, 3
1651141611.202065, 3
1651141611.226032, 2
1651141611.249582, 1
1651141611.272800, 1
1651141611.296038, 2
1651141611.318919, 4
1651141611.343563, 4
1651141611.374782, 3
1651141611.398451, 4
1651141611.422404, 5
1651141611.448861, 3
1651141611.474975, 1
1651141611.497800, 1
1651141611.520261, 2
1651141611.549071, 2
1651141611.572858, 3
1651141611.595083, 4
1651141611.619330, 3
1651141611.644335, 2
1651141611.666723, 4
1651141611.689412, 4
1651141611.713769, 4
1651141611.740360, 5
1651141611.765700, 5
1651141611.787760, 5
1651141611.816662, 4
1651141611.841383, 3
1651141611.866060, 1
1651141611.891220, 2
1651141611.916961, 2
1651141611.944083, 2
1651141611.970696, 3
1651141611.993772, 3
1651141612.019863, 4
1651141612.043805, 4
1651141612.067897, 5
1651141612.100130, 5
1651141612.126677, 3
1651141612.151296, 2
1651141612.182732, 2
1651141612.210078, 3
1651141612.235637, 2
1651141612.259614, 3
1651141612.283473, 2
1651141612.310261, 3
1651141612.336764, 4
1651141612.362312, 4
1651141612.388727, 5
1651141612.412459, 4
1651141612.437619, 5
1651141612.461187, 2
1651141612.485021, 3
1651141612.510433, 4
1651141612.533103, 1
1651141612.560918, 2
1651141612.585265, 3
1651141612.608372, 2
1651141612.631809, 2
1651141612.655685, 4
1651141612.678571, 4
1651141612.700169, 3
1651141612.722750, 4
1651141612.744828, 5
1651141612.767267, 2
1651141612.789562, 1
1651141612.812035, 1
1651141612.834195, 1
1651141612.856938, 1
1651141612.881880, 2
1651141612.906115, 3
1651141612.932563, 3
1651141612.956062, 4
1651141612.978660, 3
1651141613.002114, 4
1651141613.045182, 4
1651141613.074747, 4
1651141613.098336, 2
1651141613.121981, 2
1651141613.144303, 1
1651141613.170610, 0
1651141613.194490, 1
1651141613.218876, 4
1651141613.251042, 3
1651141613.274847, 3
1651141613.297829, 3
1651141613.319718, 3
1651141613.343223, 5
1651141613.366787, 5
1651141613.391022, 5
1651141613.415860, 1
1651141613.440020, 3
1651141613.463888, 3
1651141613.489011, 2
1651141613.514502, 4
1651141613.537667, 2
1651141613.560893, 2
1651141613.588633, 3
1651141613.620594, 4
1651141613.643805, 4
1651141613.666856, 4
1651141613.692949, 4
1651141613.717680, 2
1651141613.740933, 1
1651141613.762503, 2
1651141613.784805, 3
1651141613.806385, 4
1651141613.828858, 4
1651141613.851423, 4
1651141613.876583, 3
1651141613.902311, 2
1651141613.927423, 3
1651141613.950137, 2
1651141613.974848, 4
1651141613.998360, 5
1651141614.020615, 5
1651141614.044252, 5
1651141614.067850, 4
1651141614.091214, 2
1651141614.113543, 1
1651141614.135054, 0
1651141614.160703, 2
1651141614.184056, 3
1651141614.207352, 3
1651141614.230538, 4
1651141614.259982, 4
1651141614.285466, 3
1651141614.310483, 4
1651141614.339133, 5
1651141614.380104, 4
1651141614.424541, 1
1651141614.458372, 2
1651141614.505363, 2
1651141614.538142, 3
1651141614.569943, 2
1651141614.603879, 4
1651141614.637074, 3
1651141614.670040, 4
1651141614.703276, 4
1651141614.737799, 1
1651141614.770621, 1
1651141614.804065, 2
1651141614.837420, 2
1651141614.869307, 2
1651141614.904710, 3
1651141614.942676, 3
1651141614.974232, 3
1651141615.006162, 4
1651141615.038853, 4
1651141615.078136, 1
1651141615.120240, 0
1651141615.155713, 3
1651141615.192663, 1
1651141615.225361, 3
1651141615.262473, 3
1651141615.299578, 4
1651141615.336055, 5
1651141615.374909, 3
1651141615.409594, 1
1651141615.443574, 2
1651141615.482669, 3
1651141615.517463, 4
1651141615.551729, 3
1651141615.585110, 4
1651141615.618462, 3
1651141615.662869, 4
1651141615.697211, 4
1651141615.735430, 5
1651141615.769201, 2
1651141615.804598, 1
1651141615.840985, 1
1651141615.878142, 1
1651141615.914239, 3
1651141615.950269, 3
1651141615.985144, 3
1651141616.021246, 3
1651141616.056195, 5
1651141616.094605, 4
1651141616.130971, 1
1651141616.163624, 1
1651141616.201941, 2
1651141616.238274, 1
1651141616.271572, 2
1651141616.302674, 4
1651141616.337075, 4
1651141616.370663, 4
1651141616.406939, 4
1651141616.442643, 2
1651141616.478864, 3
1651141616.514232, 2
1651141616.543146, 2
1651141616.580448, 1
1651141616.613968, 3
1651141616.649867, 4
1651141616.682296, 4
1651141616.714253, 4
1651141616.750947, 3
1651141616.785116, 0
1651141616.819375, 2
1651141616.852646, 2
1651141616.887159, 3
1651141616.941362, 2
1651141616.978474, 2
1651141617.012854, 4
1651141617.052385, 3
1651141617.086756, 4
1651141617.124712, 2
1651141617.157194, 1
1651141617.191024, 4
1651141617.227258, 2
1651141617.259281, 2
1651141617.299794, 1
1651141617.331606, 4
1651141617.366939, 4
1651141617.401873, 5
1651141617.442417, 5
1651141617.483561, 1
1651141617.527241, 1
1651141617.562462, 2
1651141617.593349, 3
1651141617.627069, 2
1651141617.661005, 4
1651141617.697020, 3
1651141617.729991, 5
1651141617.771115, 4
1651141617.808374, 2
1651141617.844164, 3
1651141617.878409, 1
1651141617.911503, 3
1651141617.948449, 2
1651141617.988695, 3
1651141618.023486, 5
1651141618.061580, 4
1651141618.099485, 4
1651141618.137435, 1
1651141618.175581, 3
1651141618.208850, 1
1651141618.245878, 2
1651141618.282451, 1
1651141618.321224, 4
1651141618.347146, 2
1651141618.372348, 3
1651141618.395846, 3
1651141618.418259, 4
1651141618.439637, 4
1651141618.463200, 4
1651141618.496212, 4
1651141618.521997, 1
1651141618.547615, 1
1651141618.573231, 0
1651141618.599501, 4
1651141618.628678, 3
1651141618.657547, 1
1651141618.685860, 2
1651141618.713238, 3
1651141618.739423, 4
1651141618.766349, 5
1651141618.797512, 4
1651141618.833498, 2
1651141618.861477, 1
1651141618.888061, 4
1651141618.922938, 4
1651141618.949644, 2
1651141618.977124, 3
1651141619.005876, 3
1651141619.033517, 4
1651141619.063407, 4
1651141619.091757, 3
1651141619.119773, 4
1651141619.145488, 5
1651141619.172433, 4
1651141619.201920, 1
1651141619.229724, 2
1651141619.259962, 2
1651141619.281435, 2
1651141619.307072, 3
1651141619.333264, 4
1651141619.358650, 3
1651141619.382085, 4
1651141619.404009, 4
1651141619.429752, 4
1651141619.454026, 4
1651141619.475410, 3
1651141619.498218, 2
1651141619.519898, 1
1651141619.543227, 0
1651141619.567148, 1
1651141619.589810, 1
1651141619.615036, 2
1651141619.638461, 2
1651141619.659902, 2
1651141619.682648, 3
1651141619.705408, 3
1651141619.729978, 3
1651141619.753356, 4
1651141619.775876, 4
1651141619.798968, 4
1651141619.822730, 4
1651141619.846731, 5
1651141619.870698, 3
1651141619.897757, 2
1651141619.926220, 2
1651141619.961251, 1
1651141620.001286, 3
1651141620.041303, 2
1651141620.072713, 4
1651141620.106919, 5
1651141620.141632, 4
1651141620.182671, 4
1651141620.219448, 1
1651141620.255796, 3
1651141620.289805, 1
1651141620.321969, 4
1651141620.360616, 4
1651141620.394613, 3
1651141620.430819, 4
1651141620.469291, 4
1651141620.502230, 3
1651141620.536287, 2
1651141620.571167, 1
1651141620.606613, 2
1651141620.642328, 2
1651141620.674010, 2
1651141620.709207, 2
1651141620.740643, 4
1651141620.772897, 5
1651141620.813155, 4
1651141620.845926, 2
1651141620.878039, 3
1651141620.910444, 0
1651141620.943237, 3
1651141620.980632, 1
1651141621.013057, 2
1651141621.040103, 3
1651141621.067919, 3
1651141621.094158, 4
1651141621.125355, 4
1651141621.154420, 5
1651141621.180635, 4
1651141621.208003, 2
1651141621.234996, 1
1651141621.259242, 0
1651141621.284215, 2
1651141621.309504, 4
1651141621.334071, 3
1651141621.362981, 3
1651141621.390223, 2
1651141621.415672, 3
1651141621.441991, 4
1651141621.466928, 5
1651141621.492643, 4
1651141621.518312, 3
1651141621.543568, 1
1651141621.567713, 0
1651141621.595859, 1
1651141621.620702, 2
1651141621.644948, 3
1651141621.674466, 3
1651141621.700516, 2
1651141621.726960, 2
1651141621.752392, 3
1651141621.777380, 3
1651141621.802697, 4
1651141621.831477, 4
1651141621.855936, 4
1651141621.883622, 2
1651141621.910643, 1
1651141621.936851, 1
1651141621.962703, 2
1651141621.994762, 3
1651141622.020846, 1
1651141622.046583, 2
1651141622.073388, 2
1651141622.102786, 4
1651141622.128860, 4
1651141622.153963, 4
1651141622.178338, 3
1651141622.209132, 1
1651141622.234271, 2
1651141622.262749, 2
1651141622.287232, 1
1651141622.312630, 1
1651141622.338298, 2
1651141622.363237, 3
1651141622.391974, 3
1651141622.421989, 2
1651141622.446988, 4
1651141622.470989, 4
1651141622.497055, 5
1651141622.525453, 5
1651141622.555080, 3
1651141622.580311, 3
1651141622.605417, 2
1651141622.633649, 1
1651141622.660096, 1
1651141622.686125, 3
1651141622.712588, 4
1651141622.738308, 3
1651141622.765224, 3
1651141622.790741, 4
1651141622.817526, 4
1651141622.841308, 4
1651141622.872233, 2
1651141622.901498, 2
1651141622.927816, 0
1651141622.954335, 2
1651141622.981578, 1
1651141623.007702, 2
1651141623.032043, 2
1651141623.059324, 3
1651141623.086004, 2
1651141623.110489, 3
1651141623.135717, 4
1651141623.165019, 4
1651141623.190604, 4
1651141623.214129, 5
1651141623.239331, 3
1651141623.263673, 3
1651141623.289151, 1
1651141623.313952, 1
1651141623.339361, 2
1651141623.365276, 2
1651141623.391584, 2
1651141623.418400, 2
1651141623.444487, 3
1651141623.470705, 3
1651141623.501205, 3
1651141623.527558, 4
1651141623.552632, 3
1651141623.579512, 2
1651141623.606960, 1
1651141623.632381, 1
1651141623.656755, 3
1651141623.684366, 3
1651141623.709789, 2
1651141623.734980, 1
1651141623.768360, 2
1651141623.795920, 3
1651141623.823024, 4
1651141623.849872, 4
1651141623.874906, 4
1651141623.900969, 5
1651141623.926927, 4
1651141623.953556, 1
1651141623.977561, 1
1651141624.005757, 2
1651141624.030773, 3
1651141624.058672, 3
1651141624.084151, 3
1651141624.109174, 3
1651141624.139940, 3
1651141624.166975, 4
1651141624.192461, 4
1651141624.218388, 4
1651141624.243605, 2
1651141624.268949, 1
1651141624.292476, 1
1651141624.315678, 0
1651141624.341107, 1
1651141624.365248, 1
1651141624.389519, 2
1651141624.414482, 2
1651141624.440883, 3
1651141624.466492, 3
1651141624.491366, 3
1651141624.516082, 4
1651141624.541618, 5
1651141624.565061, 4
1651141624.590873, 5
1651141624.616575, 1
1651141624.643504, 3
1651141624.668652, 3
1651141624.692389, 2
1651141624.718701, 2
1651141624.745793, 2
1651141624.779213, 2
1651141624.807550, 4
1651141624.842393, 3
1651141624.875351, 4
1651141624.909909, 3
1651141624.947449, 1
1651141624.978224, 1
1651141625.012353, 3
1651141625.046700, 2
1651141625.079111, 3
1651141625.110478, 3
1651141625.144730, 4
1651141625.177093, 4
1651141625.211777, 4
1651141625.243527, 3
1651141625.272416, 1
1651141625.301970, 2
1651141625.337485, 2
1651141625.370591, 2
1651141625.404836, 3
1651141625.439698, 3
1651141625.471152, 3
1651141625.501812, 3
1651141625.540065, 5
1651141625.578464, 5
1651141625.609398, 3
1651141625.642017, 2
1651141625.673076, 3
1651141625.703988, 3
1651141625.746666, 1
1651141625.777178, 3
1651141625.811846, 4
1651141625.843288, 3
1651141625.874763, 5
1651141625.908119, 4
1651141625.940242, 1
1651141625.971510, 2
1651141626.005496, 2
1651141626.034820, 1
1651141626.065068, 2
1651141626.102541, 1
1651141626.137314, 4
1651141626.169099, 4
1651141626.206057, 4
1651141626.240030, 4
1651141626.276570, 3
1651141626.311102, 2
1651141626.343350, 3
1651141626.378182, 2
1651141626.411686, 2
1651141626.456545, 3
1651141626.488145, 4
1651141626.524666, 5
1651141626.561968, 4
1651141626.596333, 2
1651141626.629782, 2
1651141626.662918, 1
1651141626.694238, 2
1651141626.726197, 4
1651141626.757512, 3
1651141626.790552, 2
1651141626.824653, 3
1651141626.857570, 3
1651141626.891461, 3
1651141626.921926, 2
1651141626.956111, 4
1651141626.994223, 2
1651141627.026368, 2
1651141627.058722, 2
1651141627.088397, 2
1651141627.118728, 2
1651141627.158721, 3
1651141627.189853, 3
1651141627.220678, 4
1651141627.252030, 4
1651141627.283047, 3
1651141627.316978, 3
1651141627.352223, 1
1651141627.381742, 3
1651141627.413929, 3
1651141627.443806, 2
1651141627.478272, 4
1651141627.513007, 4
1651141627.537779, 4
1651141627.561766, 4
1651141627.586865, 4
1651141627.609708, 2
1651141627.632649, 1
1651141627.657241, 3
1651141627.681594, 3
1651141627.710197, 4
1651141627.736407, 1
1651141627.762536, 1
1651141627.788914, 3
1651141627.815183, 3
1651141627.838680, 3
1651141627.861758, 4
1651141627.887266, 4
1651141627.914200, 4
1651141627.945039, 4
1651141627.973267, 3
1651141627.999283, 2
1651141628.022085, 1
1651141628.045480, 0
1651141628.070948, 4
1651141628.096543, 3
1651141628.120573, 3
1651141628.144634, 3
1651141628.167248, 2
1651141628.189175, 3
1651141628.211224, 3
1651141628.234645, 5
1651141628.259140, 4
1651141628.283601, 3
1651141628.308299, 1
1651141628.331240, 2
1651141628.353127, 2
1651141628.375375, 3
1651141628.399833, 2
1651141628.421751, 3
1651141628.445376, 2
1651141628.467674, 2
1651141628.489619, 3
1651141628.511901, 4
1651141628.534039, 3
1651141628.557306, 5
1651141628.580005, 4
1651141628.602262, 3
1651141628.625165, 4
1651141628.647422, 2
1651141628.670927, 2
1651141628.692557, 4
1651141628.714309, 2
1651141628.737169, 4
1651141628.761763, 2
1651141628.784454, 2
1651141628.807788, 3
1651141628.830394, 3
1651141628.851747, 4
1651141628.874952, 4
1651141628.897065, 4
1651141628.921655, 5
1651141628.943517, 5
1651141628.965622, 2
1651141628.990779, 1
1651141629.014481, 0
1651141629.039361, 1
