------------------------------------------------------------
Client connecting to 10.0.2.22, TCP port 5001 with pid 184988
Write buffer size:  128 KByte
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  3] local 10.0.1.11 port 35038 connected with 10.0.2.22 port 5001 (ct=42.64 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 44.4600-44.6400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       69K/57507 us  25.18
[  3] 44.6400-44.8200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       73K/61904 us  17.54
[  3] 44.8200-45.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       79K/64752 us  22.36
[  3] 45.0000-45.1800 sec   127 KBytes  5.79 Mbits/sec  1/0          0       82K/68676 us  10.54
[  3] 45.1800-45.3600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       84K/70209 us  15.47
[  3] 45.3600-45.5400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       87K/73428 us  19.72
[  3] 45.5400-45.7200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       91K/77150 us  14.08
[  3] 45.7200-45.9000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       94K/78962 us  18.34
[  3] 45.9000-46.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       98K/81713 us  13.29
[  3] 46.0800-46.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      101K/85607 us  16.91
[  3] 46.2600-46.4400 sec   127 KBytes  5.79 Mbits/sec  1/0          0      104K/87613 us  8.26
[  3] 46.4400-46.6200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      106K/89410 us  12.15
[  3] 46.6200-46.8000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      108K/91431 us  15.84
[  3] 46.8000-46.9800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      111K/94579 us  15.31
[  3] 46.9800-47.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0      114K/96884 us  11.21
[  3] 47.1600-47.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      117K/99678 us  14.53
[  3] 47.3400-47.5200 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0      120K/101675 us  3.56
[  3] 47.5200-47.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      121K/101812 us  14.22
[  3] 47.7000-47.8800 sec   255 KBytes  11.6 Mbits/sec  2/0          0      124K/104174 us  13.90
[  3] 47.8800-48.0600 sec   191 KBytes  8.69 Mbits/sec  2/0          1      121K/106493 us  10.20
[  3] 48.0600-48.2400 sec   255 KBytes  11.6 Mbits/sec  2/1          1       65K/57323 us  25.26
[  3] 48.2400-48.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       69K/58011 us  24.96
[  3] 48.4200-48.6000 sec   191 KBytes  8.69 Mbits/sec  2/0          0       73K/61842 us  17.56
[  3] 48.6000-48.7800 sec   127 KBytes  5.79 Mbits/sec  1/0          0       79K/65041 us  11.13
[  3] 48.7800-48.9600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       80K/68950 us  15.75
[  3] 48.9600-49.1400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       84K/70245 us  20.61
[  3] 49.1400-49.3200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       87K/73423 us  14.79
[  3] 49.3200-49.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       91K/76471 us  18.94
[  3] 49.5000-49.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       94K/79372 us  13.68
[  3] 49.6800-49.8600 sec   127 KBytes  5.79 Mbits/sec  1/0          0       97K/81263 us  8.91
[  3] 49.8600-50.0400 sec   255 KBytes  11.6 Mbits/sec  2/0          0      100K/83937 us  17.25
[  3] 50.0400-50.2200 sec   191 KBytes  8.69 Mbits/sec  2/0          0      103K/86340 us  12.58
[  3] 50.2200-50.4000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      106K/88874 us  16.29
[  3] 50.4000-50.5800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      108K/91246 us  11.90
[  3] 50.5800-50.7600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      111K/94187 us  15.37
[  3] 50.7600-50.9400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      114K/96770 us  11.22
[  3] 50.9400-51.1200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      117K/98538 us  7.35
[  3] 51.1200-51.3000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      118K/99866 us  14.50
[  3] 51.3000-51.4800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      121K/102397 us  10.61
[  3] 51.4800-51.6600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      124K/104419 us  13.87
[  3] 51.6600-51.8400 sec   191 KBytes  8.69 Mbits/sec  2/0          2      100K/105487 us  10.30
[  3] 51.8400-52.0200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       65K/53437 us  27.10
[  3] 52.0200-52.2000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       69K/56915 us  25.44
[  3] 52.2000-52.3800 sec   127 KBytes  5.79 Mbits/sec  1/0          0       73K/60558 us  11.96
[  3] 52.3800-52.5600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       76K/62948 us  17.25
[  3] 52.5600-52.7400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       79K/66408 us  21.80
[  3] 52.7400-52.9200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       83K/69680 us  15.59
[  3] 52.9200-53.1000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       87K/73914 us  19.59
[  3] 53.1000-53.2800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       91K/76231 us  14.25
[  3] 53.2800-53.4600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       94K/79504 us  18.21
[  3] 53.4600-53.6400 sec   191 KBytes  8.69 Mbits/sec  2/0          0       97K/82413 us  13.18
[  3] 53.6400-53.8200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      101K/85208 us  8.50
[  3] 53.8200-54.0000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      103K/85810 us  16.87
[  3] 54.0000-54.1800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      106K/89460 us  12.14
[  3] 54.1800-54.3600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      108K/91535 us  15.82
[  3] 54.3600-54.5400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      111K/94407 us  11.50
[  3] 54.5400-54.7200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      114K/96428 us  15.02
[  3] 54.7200-54.9000 sec   127 KBytes  5.79 Mbits/sec  1/0          0      117K/103762 us  6.98
[  3] 54.9000-55.0800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      118K/102249 us  10.62
[  3] 55.0800-55.2600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      121K/101913 us  14.21
[  3] 55.2600-55.4400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      124K/104286 us  10.41
[  3] 55.4400-55.6200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      125K/106747 us  13.56
[  3] 55.6200-55.8000 sec   127 KBytes  5.79 Mbits/sec  1/1          2       67K/107815 us  6.72
[  3] 55.8000-55.9800 sec   255 KBytes  11.6 Mbits/sec  2/0          0       65K/59948 us  24.15
[  3] 55.9800-56.1600 sec   191 KBytes  8.69 Mbits/sec  2/0          0       69K/58051 us  18.71
[  3] 56.1600-56.3400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       74K/61739 us  23.45
[  3] 56.3400-56.5200 sec   191 KBytes  8.69 Mbits/sec  2/0          0       77K/66650 us  16.29
[  3] 56.5200-56.7000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       82K/68702 us  21.08
[  3] 56.7000-56.8800 sec   191 KBytes  8.69 Mbits/sec  2/0          0       86K/73204 us  14.84
[  3] 56.8800-57.0600 sec   255 KBytes  11.6 Mbits/sec  2/0          0       89K/74651 us  19.40
[  3] 57.0600-57.2400 sec  63.6 KBytes  2.90 Mbits/sec  1/0          0       93K/77917 us  4.65
[  3] 57.2400-57.4200 sec   255 KBytes  11.6 Mbits/sec  2/0          0       94K/80056 us  18.09
[  3] 57.4200-57.6000 sec   255 KBytes  11.6 Mbits/sec  2/0          0       98K/82953 us  17.46
[  3] 57.6000-57.7800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      101K/85209 us  12.75
[  3] 57.7800-57.9600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      104K/88088 us  16.44
[  3] 57.9600-58.1400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      107K/90586 us  11.99
[  3] 58.1400-58.3200 sec   127 KBytes  5.79 Mbits/sec  1/0          0      110K/92924 us  7.79
[  3] 58.3200-58.5000 sec   255 KBytes  11.6 Mbits/sec  2/0          0      111K/93998 us  15.40
[  3] 58.5000-58.6800 sec   191 KBytes  8.69 Mbits/sec  2/0          0      114K/96155 us  11.29
[  3] 58.6800-58.8600 sec   255 KBytes  11.6 Mbits/sec  2/0          0      117K/99463 us  14.56
[  3] 58.8600-59.0400 sec   191 KBytes  8.69 Mbits/sec  2/0          0      120K/101201 us  10.73
[  3] 59.0400-59.2200 sec   255 KBytes  11.6 Mbits/sec  2/0          0      123K/104235 us  13.89
[  3] 59.2200-59.4000 sec   191 KBytes  8.69 Mbits/sec  2/0          0      125K/106201 us  10.23
[  3] 59.4000-59.5800 sec   127 KBytes  5.79 Mbits/sec  1/0          2       73K/106957 us  6.77
[  3] 59.5800-59.7600 sec   255 KBytes  11.6 Mbits/sec  2/1          0       65K/56460 us  25.65
[  3] 59.7600-59.9400 sec   255 KBytes  11.6 Mbits/sec  2/0          0       69K/57071 us  25.37
