time,value
0.0,8.52
0.11486196517944336,16.5
0.23700714111328125,11.6
0.35295796394348145,14.9
0.47197699546813965,15.3
0.5923280715942383,13.9
0.7115321159362793,16.2
0.8321959972381592,15.4
0.9541010856628418,15.1
1.0739390850067139,15.2
1.1938459873199463,15.8
1.3145599365234375,16.1
1.4359381198883057,15.1
1.5676310062408447,15.1
1.687520980834961,12.7
1.8081331253051758,13.8
1.9269850254058838,16.2
2.048814058303833,13.4
2.1668031215667725,16.0
2.2875289916992188,12.1
2.4038381576538086,11.6
2.5222530364990234,16.4
2.6714651584625244,13.4
2.8023130893707275,14.0
2.9327380657196045,15.4
3.054044008255005,11.9
3.1821401119232178,13.9
3.3116960525512695,17.7
3.4347121715545654,17.9
3.5569751262664795,11.7
3.6782960891723633,14.8
3.8006410598754883,16.2
3.931748151779175,16.5
4.058804035186768,15.3
4.1845879554748535,17.7
4.307327032089233,15.2
4.433383941650391,23.1
4.5616230964660645,15.6
4.682942152023315,17.5
4.810420036315918,22.1
4.941591024398804,15.2
5.06275200843811,17.3
5.190492153167725,22.5
5.3173980712890625,13.5
5.43826699256897,23.6
5.566086053848267,11.5
5.686295986175537,20.6
5.811462163925171,15.1
5.931519031524658,24.7
6.061583995819092,16.0
6.184627056121826,22.5
6.320631980895996,25.1
6.450500011444092,14.6
6.574488162994385,19.0
6.699325084686279,21.1
6.825510025024414,25.9
6.9630279541015625,24.1
7.093680143356323,19.4
7.222829103469849,22.9
7.35301399230957,16.3
7.47367000579834,21.5
7.605236053466797,26.3
7.740860939025879,21.0
7.866142988204956,16.3
7.997300148010254,13.9
8.12764596939087,25.0
8.258033990859985,18.1
8.426337003707886,18.2
8.556894063949585,24.7
8.688519954681396,18.9
8.822280168533325,25.3
8.955028057098389,18.4
9.093175172805786,22.2
9.226866960525513,23.3
9.384875059127808,129.0
9.639277935028076,20.2
9.800441026687622,27.0
9.941079139709473,18.3
10.069512128829956,594.0
20.882435083389282,613.0
21.60485816001892,637.0
22.35641312599182,622.0
23.08478307723999,657.0
23.84768795967102,669.0
24.621562957763672,686.0
25.412060976028442,706.0
26.223021030426025,696.0
27.023558139801025,732.0
27.861159086227417,735.0
28.70951008796692,768.0
29.584118127822876,469.0
30.158838987350464,19.1
30.28484296798706,11.0
30.401453018188477,14.4
30.530450105667114,17.2
30.654011964797974,18.7
30.780066967010498,19.0
30.904184103012085,11.0
31.069918155670166,16.8
31.319740056991577,24.2
31.680691957473755,31.3
31.940221071243286,34.0
32.08299016952515,25.8
32.26965808868408,12.4
32.473758935928345,28.3
32.67148494720459,24.7
32.90756416320801,31.9
33.08334398269653,29.1
33.34029698371887,22.3
33.50410509109497,18.1
33.63963007926941,21.7
33.780187129974365,23.3
34.01649212837219,38.1
34.25558614730835,22.1
34.38936114311218,21.6
34.531896114349365,20.6
34.69498109817505,21.2
34.95461416244507,32.9
35.182722091674805,34.3
35.34083294868469,19.7
35.614145040512085,23.4
35.973284006118774,25.5
36.15913105010986,31.8
36.29630708694458,34.2
36.43605303764343,21.5
36.56293797492981,14.2
36.70621204376221,21.6
36.862730979919434,24.3
37.07455897331238,23.7
37.21393299102783,31.8
37.354865074157715,10.4
37.4721040725708,12.4
37.59021615982056,13.9
37.71496295928955,15.8
37.83815097808838,17.9
37.962234020233154,21.9
38.091789960861206,28.5
38.25677704811096,20.6
38.387155055999756,18.5
38.51156401634216,20.6
38.64483308792114,22.6
38.773025035858154,31.1
38.90991997718811,30.1
39.04423809051514,15.8
39.20342206954956,24.6
39.38493800163269,24.2
39.52605414390564,30.8
39.67019009590149,27.5
39.80253505706787,24.0
39.93138313293457,16.0
40.0765700340271,565.0
40.74768400192261,587.0
41.44238209724426,582.0
42.12920808792114,610.0
42.8461639881134,595.0
43.54784798622131,635.0
44.29015302658081,645.0
45.04524803161621,654.0
45.805073976516724,676.0
46.59258794784546,669.0
47.3673050403595,709.0
48.18162703514099,716.0
49.0059609413147,726.0
49.84149503707886,262.0
50.21276903152466,33.5
50.35630512237549,20.5
50.48385214805603,13.5
50.610389947891235,13.9
50.73559808731079,11.1
50.86176514625549,14.4
50.98499011993408,15.7
51.10565900802612,8.34
51.23966407775879,9.18
51.36444401741028,11.1
51.51197409629822,9.83
51.63264298439026,6.58
51.74783396720886,6.78
51.861961126327515,8.02
51.97866415977478,7.53
52.097238063812256,7.58
52.21560597419739,11.0
52.33384895324707,14.3
52.46386194229126,15.2
52.62211513519287,14.5
52.74472904205322,11.8
52.871286153793335,7.0
52.99452304840088,9.78
53.12345600128174,11.4
53.2640061378479,3.68
53.3735990524292,4.79
53.491223096847534,6.95
53.62819814682007,7.9
53.74055600166321,7.76
53.85917615890503,9.18
53.97543406486511,8.13
54.088219165802,5.42
54.2043731212616,6.91
54.31977295875549,10.4
54.44890093803406,10.0
54.56553411483765,7.48
54.68372106552124,9.06
54.79977107048035,8.39
54.918899059295654,9.84
55.0341260433197,8.99
55.14774298667908,8.88
55.26574110984802,4.33
55.37591505050659,8.79
55.495540142059326,7.69
55.61846113204956,7.33
55.7317681312561,10.5
55.857028007507324,10.8
55.972413063049316,9.62
56.100993156433105,12.3
56.22203516960144,9.44
56.34367609024048,3.69
56.462806940078735,8.13
56.576112031936646,7.78
56.69745397567749,10.8
56.81491804122925,4.49
56.934340953826904,8.8
57.04956007003784,6.3
57.16535711288452,9.31
57.28355407714844,4.23
57.39476203918457,11.9
57.52077913284302,9.01
57.6463041305542,9.33
57.76076912879944,7.35
57.88575506210327,13.0
58.00399208068848,7.2
58.12515616416931,7.27
58.24432110786438,10.1
58.371047019958496,8.37
58.49785900115967,9.06
58.621659994125366,8.06
58.73783016204834,7.87
58.85590195655823,5.17
58.96913194656372,10.3
59.08630609512329,3.61
