time,value
0.0,8.0
0.11514616012573242,16.2
0.2373950481414795,12.6
0.35503101348876953,14.1
0.4734809398651123,12.4
0.5903029441833496,15.5
0.7106189727783203,11.5
0.8267760276794434,11.8
0.9429409503936768,16.1
1.064345121383667,16.0
1.1850860118865967,16.4
1.3059141635894775,11.1
1.4220170974731445,15.8
1.542370080947876,15.5
1.6640300750732422,11.6
1.7899589538574219,14.2
1.9123761653900146,11.4
2.038167953491211,14.9
2.158182144165039,15.0
2.277419090270996,26.7
2.4103331565856934,14.8
2.5311529636383057,12.0
2.647510051727295,15.9
2.7683379650115967,16.0
2.8944499492645264,17.3
3.021780014038086,15.7
3.141970157623291,20.3
3.272057056427002,13.9
3.3980250358581543,19.8
3.522705078125,15.6
3.643558979034424,14.8
3.764716148376465,17.0
3.886397123336792,16.8
4.015427112579346,13.7
4.1430511474609375,14.2
4.267583131790161,12.6
4.3870720863342285,22.3
4.515526056289673,15.7
4.6359169483184814,16.0
4.7570459842681885,17.0
4.87888503074646,16.5
5.000308036804199,14.2
5.119035005569458,15.3
5.2444140911102295,14.8
5.36374306678772,17.1
5.490568161010742,19.9
5.61543607711792,13.2
5.736070156097412,17.2
5.868901014328003,16.3
5.990227937698364,14.7
6.116313934326172,14.6
6.239230155944824,17.1
6.362981081008911,16.5
6.488018035888672,14.5
6.613160133361816,15.4
6.737893104553223,14.9
6.858922958374023,14.8
6.97987699508667,10.9
7.096065998077393,14.7
7.216908931732178,15.1
7.340281963348389,16.5
7.4613800048828125,13.8
7.58008599281311,14.1
7.699031114578247,16.1
7.820192098617554,16.9
7.942438125610352,11.9
8.059016942977905,16.0
8.179527997970581,14.0
8.311089038848877,15.1
8.430576086044312,15.4
8.551560163497925,20.0
8.678566932678223,14.7
8.800086975097656,17.5
8.927977085113525,20.0
9.055536985397339,21.2
9.185104131698608,16.4
9.315881967544556,16.1
9.449651956558228,18.9
9.577376127243042,13.8
9.69655704498291,12.5
9.814507007598877,14.5
9.935557126998901,19.6
20.363402128219604,69.2
20.544901132583618,72.8
20.73454713821411,46.6
20.946974992752075,66.7
21.128288984298706,56.4
21.290863037109375,39.7
31.779222011566162,6.94
31.906310081481934,12.9
32.030673027038574,7.18
32.1540470123291,4.05
32.26380705833435,8.25
32.37865495681763,36.0
32.52096605300903,5.97
32.64861702919006,19.4
32.862858057022095,7.01
33.19977807998657,7.01
33.47922205924988,16.0
33.66097402572632,8.38
33.975862979888916,22.3
34.31325602531433,12.5
34.774824142456055,8.48
35.35559701919556,5.27
35.50504112243652,9.34
35.93688201904297,5.7
36.333805084228516,3.94
37.0351459980011,6.45
37.30761408805847,7.8
37.46092200279236,10.9
37.58568000793457,16.3
37.7328519821167,7.48
38.0209801197052,10.6
38.195122957229614,12.9
38.536683082580566,5.15
38.74420499801636,8.73
39.038390159606934,7.02
39.199180126190186,4.09
39.502323150634766,5.53
39.68233394622803,6.21
39.79317307472229,10.1
39.93115305900574,9.69
40.06059503555298,8.52
40.176249980926514,8.06
40.28894805908203,217.0
40.61207413673401,88.3
40.809484004974365,33.3
40.95569109916687,33.6
41.098061084747314,72.4
41.281376123428345,46.6
41.439332008361816,60.2
41.60898399353027,74.6
41.79512906074524,48.0
41.95168399810791,53.2
42.119593143463135,47.7
42.28150701522827,60.6
42.47170305252075,71.1
42.65923810005188,72.4
42.848103046417236,41.4
42.99877214431763,56.9
43.173922061920166,75.9
43.3697190284729,26.8
43.514321088790894,55.3
43.67847204208374,51.6
43.83513307571411,39.1
54.0945839881897,2.25
54.202028036117554,9.4
54.325819969177246,8.17
54.4384880065918,8.07
54.552886962890625,8.11
54.665796995162964,4.78
54.77516007423401,7.26
54.886821031570435,6.49
55.00486993789673,7.82
55.11984610557556,13.6
55.23831295967102,10.9
55.35442495346069,7.06
55.47269606590271,9.28
55.594444036483765,5.72
55.70685410499573,7.82
55.8211669921875,9.84
55.93733096122742,6.11
56.05646109580994,6.02
56.167214155197144,8.71
56.2856080532074,8.25
56.398252964019775,8.21
56.51185607910156,7.44
56.624221086502075,7.1
56.73674511909485,6.98
56.848150968551636,8.77
56.96155309677124,4.73
57.076355934143066,7.07
57.18830394744873,6.66
57.3057279586792,8.32
57.41920709609985,5.37
57.54574513435364,7.59
57.67169404029846,5.73
57.81707310676575,8.48
57.9681191444397,4.52
58.10114407539368,9.18
58.24453115463257,6.8
58.35788607597351,9.14
58.49638509750366,7.11
58.63513803482056,9.45
58.769294023513794,5.08
58.88974404335022,6.93
59.013564109802246,8.83
59.150145053863525,6.75
59.27925515174866,5.94
59.39730215072632,5.38
