time,value
0.0,0
0.0384521484375,0
0.07887911796569824,3
0.1304330825805664,19
0.17955303192138672,32
0.23877501487731934,45
0.28428006172180176,54
0.31963109970092773,64
0.35327720642089844,75
0.3960721492767334,80
0.43607616424560547,80
0.47867798805236816,79
0.5226969718933105,80
0.5714521408081055,79
0.6111700534820557,80
0.652554988861084,80
0.7170581817626953,80
0.778419017791748,80
0.798774003982544,80
0.8184289932250977,79
0.8362011909484863,79
0.8542830944061279,80
0.8733479976654053,79
0.8958971500396729,80
0.9221110343933105,79
0.9454879760742188,80
0.9688260555267334,80
0.9951272010803223,79
1.019714117050171,79
1.04807710647583,76
1.0815551280975342,78
1.1100170612335205,79
1.1374139785766602,78
1.1663169860839844,79
1.2040541172027588,78
1.236510992050171,75
1.2717440128326416,80
1.3041131496429443,77
1.3362669944763184,79
1.3661551475524902,79
1.4015061855316162,79
1.4490351676940918,75
1.4944100379943848,77
1.5346570014953613,79
1.5736520290374756,75
1.613037109375,76
1.6521961688995361,75
1.6929221153259277,75
1.7328531742095947,75
1.764158010482788,78
1.7859749794006348,75
1.809171199798584,75
1.849229097366333,71
1.893017053604126,63
1.94309401512146,57
1.999439001083374,48
2.0514941215515137,41
2.101530075073242,35
2.1618590354919434,33
2.2144291400909424,31
2.2702651023864746,32
2.2954599857330322,31
2.3163352012634277,32
2.3365471363067627,31
2.357063055038452,31
2.3832709789276123,32
2.40863299369812,32
2.432723045349121,33
2.456226110458374,32
2.4816901683807373,32
2.5062270164489746,32
2.530973196029663,32
2.5721940994262695,33
2.6101601123809814,32
2.644412040710449,33
2.6827821731567383,32
2.7201480865478516,33
2.761869192123413,33
2.798816204071045,35
2.834578037261963,34
2.8739001750946045,35
2.9152770042419434,35
2.9525630474090576,34
2.9939260482788086,36
3.0486810207366943,36
3.085129976272583,36
3.1328680515289307,37
3.1764190196990967,37
3.2158310413360596,35
3.256862163543701,37
3.3011510372161865,37
3.3355040550231934,37
3.371568202972412,37
3.4161550998687744,36
3.4599111080169678,36
3.4973762035369873,36
3.5333809852600098,38
3.5754611492156982,36
3.613952159881592,37
3.6453239917755127,37
3.6800642013549805,37
3.7196741104125977,37
3.7562320232391357,37
3.7971160411834717,36
3.836968183517456,37
3.8694121837615967,37
3.9077470302581787,38
3.9511101245880127,37
4.004595041275024,37
4.038837194442749,38
4.060479164123535,38
4.083450078964233,37
4.103708982467651,38
4.125890016555786,39
4.158143997192383,39
4.188251972198486,39
4.220165014266968,39
4.249502182006836,39
4.28013014793396,40
4.313008069992065,40
4.345018148422241,41
4.373634099960327,40
4.414075136184692,41
4.449367046356201,41
4.49028205871582,40
4.525128126144409,41
4.565153121948242,43
4.6017820835113525,42
4.641414165496826,41
4.6786839962005615,43
4.712697982788086,42
4.750326156616211,41
4.7817230224609375,42
4.811398029327393,43
4.838031053543091,42
4.866476058959961,42
4.8900651931762695,42
4.920696020126343,42
4.946627140045166,43
4.974268198013306,41
5.005154132843018,43
5.037974119186401,43
5.06925106048584,43
5.097647190093994,43
5.127001047134399,43
5.156267166137695,44
5.18939208984375,43
5.226585149765015,45
5.260792016983032,44
5.2898430824279785,46
5.318734169006348,45
5.348297119140625,45
5.376796007156372,44
5.404687166213989,44
5.433150053024292,44
5.460616111755371,44
5.490530014038086,45
5.518671989440918,45
5.548415184020996,46
5.579212188720703,47
5.607792139053345,46
5.63951301574707,47
5.669945001602173,47
5.6981520652771,47
5.726859092712402,49
5.776907205581665,48
5.811752080917358,49
5.853769063949585,48
5.889089107513428,48
5.926769971847534,48
5.97664213180542,49
6.013784170150757,50
6.059295177459717,51
6.118411064147949,50
6.1598920822143555,51
6.1962339878082275,51
6.2323219776153564,52
6.282150983810425,50
6.32660698890686,51
6.364955186843872,51
6.4119579792022705,51
6.459074974060059,52
6.512880086898804,52
6.577304124832153,52
6.616850137710571,53
6.656166076660156,53
6.699203014373779,53
6.744150161743164,53
6.792668104171753,51
6.850275993347168,50
6.900483131408691,49
6.940469980239868,49
6.995500087738037,50
7.0603251457214355,49
7.1115641593933105,50
7.155972003936768,50
7.213134050369263,49
7.270451068878174,51
7.311858177185059,49
7.342048168182373,50
7.372322082519531,51
7.398397207260132,50
7.425894021987915,51
7.454365015029907,51
7.480494976043701,52
7.512264013290405,50
7.540158987045288,52
7.5712761878967285,51
7.598865032196045,51
7.62963604927063,51
7.66941499710083,52
7.706540107727051,52
7.755340099334717,53
7.793166160583496,52
7.834665060043335,52
7.884545087814331,52
7.932523012161255,53
7.979464054107666,53
8.014064073562622,53
8.060950994491577,52
8.099812984466553,54
8.146727085113525,53
8.218157052993774,53
8.262158155441284,54
8.310517072677612,53
8.36940598487854,54
8.405220031738281,55
8.439030170440674,55
8.491170167922974,55
8.539937019348145,56
8.59540319442749,55
8.64881420135498,56
8.704617023468018,55
8.780492067337036,55
8.838304996490479,55
8.889803171157837,57
8.927580118179321,56
8.980210065841675,58
9.03617000579834,57
9.086079120635986,56
9.122374057769775,56
9.166007995605469,56
9.21229600906372,57
9.25854206085205,57
9.305257081985474,57
9.354685068130493,58
9.424864053726196,57
9.476389169692993,57
9.509044170379639,58
9.542546033859253,57
9.577192068099976,59
9.62202501296997,57
9.664722204208374,59
9.704976081848145,58
9.741497039794922,60
9.7951340675354,59
9.840386152267456,60
9.910747051239014,59
9.94705319404602,58
9.987151145935059,59
10.03276801109314,59
10.064202070236206,60
10.096434116363525,61
10.13826298713684,61
10.179911136627197,60
10.213152170181274,60
10.272207975387573,61
10.307469129562378,60
10.351269006729126,61
10.393532037734985,61
10.435463190078735,61
10.479331970214844,62
10.513212203979492,62
10.554689168930054,62
10.622587203979492,63
10.66769003868103,63
10.709559202194214,62
10.752683162689209,62
10.78704309463501,63
10.821591138839722,62
10.865840196609497,62
10.909619092941284,63
10.948081970214844,64
10.997478008270264,63
11.033776044845581,62
11.07204818725586,63
11.11519718170166,63
11.160952091217041,64
11.205689191818237,64
11.249268054962158,64
11.308617115020752,64
11.368885040283203,64
11.416959047317505,64
11.469803094863892,64
11.504824161529541,66
11.556708097457886,66
11.608896017074585,66
11.649463176727295,64
11.690888166427612,64
11.727984189987183,65
11.760899066925049,64
11.7934410572052,67
11.826300144195557,66
11.868882179260254,66
11.907831192016602,67
11.94434118270874,66
11.979099988937378,66
12.00991415977478,65
12.049013137817383,66
12.083868980407715,67
12.132987976074219,67
12.167503118515015,68
12.20291018486023,68
12.24074912071228,69
12.273838996887207,67
12.310034990310669,66
12.343348026275635,66
12.377693176269531,66
12.408785104751587,68
12.44552206993103,69
12.484575033187866,69
12.516234159469604,68
12.548663139343262,68
12.58252501487732,68
12.620254039764404,68
12.661436080932617,67
12.697151184082031,68
12.734451055526733,69
12.76974606513977,69
12.804902076721191,69
12.83826208114624,69
12.872517108917236,68
12.904997110366821,68
12.941832065582275,69
12.98190712928772,69
13.016057014465332,69
13.052757024765015,70
13.08275818824768,70
13.11328911781311,70
13.148418188095093,70
13.181645154953003,69
13.216186046600342,70
13.251841068267822,69
13.286023139953613,70
13.32181715965271,71
13.366089105606079,71
13.401386976242065,70
13.433404207229614,71
13.470905065536499,71
13.505757093429565,70
13.538894176483154,70
13.576349973678589,71
13.608949184417725,69
13.637667179107666,72
13.676217079162598,71
13.707066059112549,72
13.745140075683594,71
13.778343200683594,71
13.814688205718994,71
13.85594916343689,70
13.888780117034912,71
13.918155193328857,73
13.951138973236084,73
13.986711025238037,73
14.021859169006348,75
14.066179037094116,74
14.10365104675293,72
14.14045000076294,73
14.17319917678833,72
14.206705093383789,72
14.243694067001343,72
14.2795250415802,73
14.312745094299316,73
14.347613096237183,74
14.388528108596802,73
14.428352117538452,73
14.46061897277832,73
14.49674105644226,72
14.531239032745361,73
14.562453985214233,73
14.601046085357666,74
14.634791135787964,74
14.665775060653687,75
14.696441173553467,74
14.727851152420044,73
14.75705099105835,72
14.78709101676941,73
14.81934118270874,74
14.85442304611206,74
14.885550022125244,73
14.9186429977417,75
14.951510190963745,75
14.984597206115723,74
15.011550188064575,75
15.03977108001709,76
15.06882119178772,76
15.10019302368164,75
15.134896039962769,74
15.164127111434937,75
15.192707061767578,75
15.229926109313965,75
15.262562036514282,75
15.295665979385376,76
15.325242042541504,75
15.357108116149902,76
15.39268708229065,75
15.426904201507568,76
15.461068153381348,75
15.498239994049072,76
15.531992197036743,78
15.564340114593506,78
15.597792148590088,76
15.628859996795654,76
15.660608053207397,77
15.692705154418945,77
15.729393005371094,77
15.76139497756958,77
15.790456056594849,77
15.820722103118896,77
15.853442192077637,77
15.89500617980957,78
15.927587985992432,78
15.962922096252441,78
15.996571063995361,79
16.030456066131592,78
16.066079139709473,77
16.098141193389893,76
16.13691806793213,78
16.17033314704895,77
16.21092915534973,79
16.24419403076172,79
16.28087306022644,79
16.31255006790161,78
16.344480991363525,78
16.37963104248047,78
16.416627168655396,78
16.44834303855896,78
16.48158311843872,77
16.51630711555481,79
16.549822092056274,79
16.588085174560547,80
16.62393808364868,80
16.65977716445923,79
16.69654417037964,78
16.733352184295654,78
16.771156072616577,79
16.80513310432434,79
16.83961510658264,78
16.869463205337524,79
16.903725147247314,80
16.939717054367065,79
16.97881317138672,80
17.009409189224243,78
17.044114112854004,78
17.07783317565918,77
17.110855102539062,77
17.146316051483154,77
17.184237003326416,77
17.21467113494873,77
17.252283096313477,70
17.286763191223145,65
17.317469120025635,54
17.358403205871582,44
17.399456024169922,35
17.434086084365845,37
17.47348713874817,38
17.509052991867065,39
17.54583501815796,36
17.5836501121521,36
17.61405611038208,38
17.646071195602417,37
17.681177139282227,38
17.716142177581787,38
17.75244402885437,39
17.788933038711548,38
17.825649976730347,38
17.863605976104736,38
17.902762174606323,39
17.93608808517456,40
17.969874143600464,40
18.00105309486389,39
18.040724992752075,39
18.074630975723267,40
18.10986018180847,40
18.148471117019653,41
18.19157099723816,41
18.229721069335938,41
18.272480010986328,41
18.310034036636353,40
18.345261096954346,41
18.38035297393799,42
18.421902179718018,42
18.456850051879883,41
18.490387201309204,41
18.537492990493774,41
18.575883150100708,42
18.60934615135193,42
18.648032188415527,43
18.684707164764404,43
18.726154088974,44
18.760354042053223,43
18.79398512840271,42
18.82847499847412,42
18.86421513557434,44
18.916887044906616,45
18.956854104995728,45
18.992259979248047,43
19.02400016784668,43
19.056226015090942,43
19.090845108032227,44
19.13166618347168,46
19.170132160186768,45
19.2046639919281,45
19.240722179412842,44
19.27498197555542,45
19.312750101089478,45
19.347285985946655,46
19.384884119033813,46
19.41750717163086,47
19.453903198242188,46
19.489477157592773,46
19.522118091583252,46
19.556955099105835,45
19.589052200317383,46
19.624231100082397,47
19.66203212738037,47
19.698037147521973,48
19.728389978408813,47
19.762381076812744,47
19.800198078155518,47
19.832600116729736,47
19.865010023117065,47
19.897926092147827,48
19.93338108062744,48
19.975754976272583,50
20.01273012161255,47
20.04217004776001,48
20.075541019439697,48
20.111420154571533,48
20.144103050231934,49
20.183912992477417,49
20.219892978668213,49
20.255474090576172,50
20.288649082183838,49
20.32419204711914,48
20.362169981002808,50
20.399744033813477,49
20.431466102600098,50
20.46694016456604,50
20.50110101699829,51
20.53676199913025,50
20.584570169448853,50
20.620381116867065,51
20.65992307662964,51
20.695653200149536,51
20.72854709625244,51
20.769764184951782,52
20.80525016784668,50
20.831979036331177,50
20.85614800453186,51
20.87975811958313,51
20.899749040603638,50
20.920382976531982,51
20.94301199913025,53
20.96585202217102,52
20.988558053970337,52
21.010833024978638,52
21.034135103225708,52
21.056965112686157,53
21.0798921585083,53
21.10245704650879,51
21.1257541179657,52
21.147895097732544,52
21.168359994888306,52
21.192597150802612,53
21.217427015304565,54
21.244144201278687,53
21.271321058273315,53
21.294682025909424,54
21.321099996566772,52
21.34685206413269,54
21.3692409992218,53
21.39469814300537,52
21.4168860912323,52
21.443597078323364,54
21.467972993850708,54
21.493771076202393,55
21.519132137298584,54
21.544962167739868,54
21.570236206054688,53
21.59299898147583,54
21.61679697036743,54
21.642397165298462,54
21.665168046951294,53
21.68728518486023,54
21.711812019348145,54
21.735177993774414,55
21.757987022399902,55
21.78052806854248,56
21.80337619781494,54
21.828611135482788,55
21.852676153182983,55
21.877143144607544,54
21.90032410621643,56
21.922396183013916,54
21.944406986236572,56
21.971909046173096,55
22.00052499771118,55
22.033874034881592,57
22.061204195022583,56
22.086475133895874,55
22.11244797706604,55
22.144241094589233,55
22.17219305038452,54
22.20240807533264,57
22.2307391166687,57
22.264721155166626,57
22.29346799850464,56
22.321490049362183,58
22.347552061080933,57
22.3763689994812,57
22.404775142669678,55
22.433804035186768,57
22.464250087738037,56
22.489878177642822,58
22.52192997932434,58
22.5509090423584,58
22.578275203704834,57
22.60622215270996,58
22.63268208503723,56
22.661646127700806,57
22.689160108566284,57
22.714940071105957,57
22.744364976882935,58
22.773425102233887,58
22.80209708213806,59
22.828448057174683,59
22.856549978256226,59
22.88646101951599,59
22.91531205177307,58
22.941009998321533,58
22.969365119934082,57
22.997559070587158,59
23.02425217628479,59
23.057443141937256,59
23.084728002548218,60
23.11103320121765,60
23.13727307319641,60
23.170078992843628,60
23.195384979248047,59
23.22264003753662,59
23.24797511100769,59
23.273061990737915,59
23.303706169128418,59
23.331289052963257,59
23.36043620109558,60
23.390170097351074,60
23.418896198272705,61
23.44674515724182,62
23.473976135253906,61
23.50418519973755,60
23.53287410736084,60
23.559221982955933,61
23.585124015808105,60
23.618967056274414,62
23.644060134887695,61
23.667302131652832,61
23.690699100494385,61
23.718069076538086,60
23.742367029190063,61
23.76927614212036,60
23.79684019088745,61
23.82139301300049,61
23.852545976638794,61
23.87863302230835,63
23.907401084899902,62
23.93761110305786,63
23.964930057525635,63
23.994029998779297,62
24.020048141479492,63
24.04531216621399,61
24.073289155960083,63
24.099853038787842,62
24.1272029876709,62
24.155420064926147,62
24.1840980052948,63
24.21547818183899,64
24.24717903137207,64
24.27466106414795,64
24.300790071487427,63
24.32681918144226,63
24.35763716697693,63
24.386018991470337,63
24.41282320022583,63
24.43894910812378,64
24.466982126235962,64
24.494349002838135,64
24.522412061691284,63
24.548712015151978,64
24.575621128082275,64
24.603708028793335,64
24.635442972183228,63
24.662540197372437,63
24.688899040222168,63
24.715325117111206,65
24.745691061019897,65
24.771759033203125,66
24.801024198532104,66
24.829450130462646,65
24.85796809196472,64
24.88753318786621,64
24.91414213180542,64
24.942620992660522,65
24.96976113319397,65
24.995771169662476,64
25.027342081069946,66
25.05680012702942,66
25.08324909210205,67
25.109798192977905,65
25.137087106704712,66
25.165462017059326,66
25.195291996002197,65
25.22631597518921,65
25.256473064422607,65
25.282780170440674,65
25.308610200881958,66
25.337244033813477,67
25.364744186401367,67
25.39558219909668,67
25.42497706413269,67
25.451654195785522,67
25.479250192642212,66
25.509653091430664,66
25.536859035491943,67
25.567421197891235,66
25.592677116394043,67
25.621987104415894,68
25.648811101913452,67
25.675891160964966,68
25.704782009124756,67
25.736546993255615,67
25.763262033462524,67
25.79132318496704,67
25.81762719154358,68
25.848278045654297,68
25.87654709815979,67
25.90601110458374,69
25.937661170959473,69
25.96544909477234,69
25.99083399772644,68
26.017940044403076,68
26.04278016090393,68
26.070739030838013,68
26.101060152053833,68
26.13022208213806,68
26.157458066940308,67
26.184673070907593,68
26.217617988586426,70
26.24815607070923,70
26.279292106628418,69
26.306676149368286,69
26.332561016082764,70
26.35892915725708,69
26.386646032333374,68
26.416319131851196,68
26.446187019348145,68
26.47282600402832,69
26.502140045166016,70
26.529357194900513,70
26.556337118148804,70
26.584091186523438,70
26.61124014854431,70
26.641422033309937,72
26.66906714439392,69
26.700733184814453,70
26.727049112319946,70
